CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED,MACHINE_ID
3,731,CXO0763174,15:34:46,15:36:46,S. Kavya Joshi,BSP,M2
3,731,UPF2169333,11:09:56,11:10:56,Y. Suresh Sharma,BRS,M3
3,731,UKD0660239,09:06:08,09:08:08,T. Priya Naidu,INC,M3
3,731,SNL2146735,12:44:08,12:46:08,S. Kavya Joshi,BSP,M3
3,731,DEP8405928,10:49:45,10:52:45,T. Priya Naidu,INC,M3
1,131,VOR0496697,09:33:15,09:34:15,Y. Sneha Kumar,BJP,M2
1,131,OOR0899116,14:46:02,14:47:02,C. Suresh Naidu,INC,M2
1,131,YUJ6834651,10:31:56,10:32:56,D. Rahul Singh,TDP,M2
1,131,LMR7838898,13:25:22,13:28:22,D. Rahul Singh,TDP,M2
1,131,BCW8695357,09:08:18,09:10:18,Y. Sneha Kumar,BJP,M2
1,131,QVW5108127,15:37:04,15:40:04,C. Suresh Naidu,INC,M2
4,963,PWS8719749,08:39:16,08:40:16,C. Suresh Singh,YSRCP,M1
4,963,VCO2113870,12:53:05,12:55:05,C. Suresh Singh,YSRCP,M1
4,963,AKE4540150,14:25:13,14:28:13,H. Divya Yadav,TDP,M2
4,963,JOA6957396,14:20:09,14:21:09,H. Divya Yadav,TDP,M2
3,670,UQU7131656,12:33:54,12:35:54,S. Kavya Joshi,BSP,M1
3,670,MVZ8871034,11:02:53,11:05:53,T. Priya Naidu,INC,M2
3,670,DYK7804815,11:46:00,11:47:00,T. Priya Naidu,INC,M2
3,670,NLX4048290,10:31:03,10:34:03,T. Priya Naidu,INC,M3
3,670,EPY1349555,16:48:32,16:49:32,S. Kavya Joshi,BSP,M3
7,1268,BMF3907493,11:42:27,11:43:27,A. Anil Reddy,CPM,M1
7,1268,ZZE7954101,14:06:24,14:07:24,A. Anil Reddy,CPM,M1
7,1268,ZXV9711948,13:47:07,13:48:07,L. Anil Yadav,DMK,M2
7,1268,BVU9220742,14:31:10,14:32:10,A. Anil Reddy,CPM,M3
2,389,KTO5602338,09:55:54,09:58:54,T. Rahul Singh,INC,M1
2,389,UUD2420765,11:47:42,11:48:42,Z. Sanjay Yadav,JD(U),M2
2,389,VKR1549286,13:18:14,13:19:14,N. Ravi Singh,AAP,M3
2,389,GZS1862791,12:29:17,12:31:17,T. Rahul Singh,INC,M3
4,849,DWP9196810,08:38:25,08:40:25,W. Vijay Babu,SP,M2
4,849,WIU3851404,12:08:15,12:11:15,H. Divya Yadav,TDP,M2
4,849,UZA4160536,16:22:36,16:25:36,C. Suresh Singh,YSRCP,M2
4,849,LVQ3410183,11:00:09,11:03:09,W. Vijay Babu,SP,M3
4,849,GKZ5342651,11:50:19,11:52:19,C. Suresh Singh,YSRCP,M3
2,494,PKL4099345,15:24:27,15:27:27,Z. Sanjay Yadav,JD(U),M1
2,494,WSA3194772,09:52:15,09:55:15,T. Rahul Singh,INC,M1
2,494,FPG0804697,10:15:37,10:16:37,Z. Sanjay Yadav,JD(U),M2
2,494,RAN6716980,14:24:55,14:25:55,N. Ravi Singh,AAP,M3
2,494,BVI1527329,09:38:06,09:39:06,T. Rahul Singh,INC,M3
3,648,CHG6395526,08:06:41,08:09:41,Y. Suresh Sharma,BRS,M1
3,648,TYI9008057,16:18:16,16:20:16,T. Priya Naidu,INC,M1
3,648,TRY7208591,15:32:04,15:35:04,Y. Suresh Sharma,BRS,M3
1,156,FRA8225424,13:15:25,13:17:25,Y. Sneha Kumar,BJP,M2
1,156,NZK0976421,09:13:17,09:15:17,Y. Sneha Kumar,BJP,M2
1,156,WCA0219073,09:16:55,09:17:55,Y. Sneha Kumar,BJP,M3
1,156,WLK0052974,09:14:30,09:16:30,D. Rahul Singh,TDP,M3
1,9,YZQ8829648,10:54:15,10:55:15,C. Suresh Naidu,INC,M1
1,9,QBN7781663,15:02:01,15:03:01,C. Suresh Naidu,INC,M1
1,9,BOZ1156391,11:36:29,11:38:29,C. Suresh Naidu,INC,M1
1,9,EDI7927525,11:34:03,11:35:03,C. Suresh Naidu,INC,M2
1,9,GPP2123043,09:39:04,09:42:04,D. Rahul Singh,TDP,M3
4,959,RZS3683843,11:42:24,11:45:24,W. Vijay Babu,SP,M1
4,959,ETV8382674,15:34:28,15:35:28,W. Vijay Babu,SP,M2
4,959,HYR9343778,12:28:06,12:31:06,C. Suresh Singh,YSRCP,M3
4,959,AFG4244324,16:56:29,16:57:29,H. Divya Yadav,TDP,M3
1,168,YAW1292727,09:18:53,09:21:53,C. Suresh Naidu,INC,M1
1,168,OHZ8289401,12:24:01,12:27:01,C. Suresh Naidu,INC,M2
1,168,FBC0958673,08:23:58,08:25:58,V. Priya Reddy,JD(U),M2
1,168,WBK9143736,15:40:14,15:41:14,D. Rahul Singh,TDP,M3
1,168,VVA2222620,14:04:57,14:07:57,D. Rahul Singh,TDP,M3
3,605,QJE5861335,13:28:12,13:31:12,T. Priya Naidu,INC,M1
3,605,USF7837091,15:01:48,15:02:48,S. Kavya Joshi,BSP,M1
3,605,AGF7771561,15:34:54,15:35:54,S. Kavya Joshi,BSP,M1
3,605,ORN9688663,16:30:08,16:31:08,S. Kavya Joshi,BSP,M1
3,605,DZM5890396,08:04:25,08:06:25,R. Rahul Babu,BJP,M3
2,434,RLG4428881,14:05:22,14:07:22,W. Rahul Reddy,TDP,M1
2,434,BYW3493800,14:41:23,14:42:23,Z. Sanjay Yadav,JD(U),M1
2,434,ROV9325176,10:38:13,10:41:13,N. Ravi Singh,AAP,M2
2,434,WIS5199199,09:14:43,09:17:43,T. Rahul Singh,INC,M3
6,1229,OZF7023722,14:41:22,14:43:22,Z. Latha Reddy,BSP,M2
6,1229,EKY3453728,10:10:17,10:12:17,K. Anil Das,INC,M2
6,1229,RSZ0258513,11:23:54,11:24:54,A. Lakshmi Sharma,CPM,M3
5,1049,UOW6727508,11:13:08,11:14:08,M. Arun Yadav,BJP,M2
5,1049,CUC9391724,08:54:15,08:55:15,M. Arun Yadav,BJP,M3
5,1049,HUG5266837,13:26:31,13:29:31,C. Latha Reddy,AAP,M3
1,197,HHD6946204,08:13:30,08:16:30,V. Priya Reddy,JD(U),M1
1,197,UKC5625349,08:50:58,08:51:58,C. Suresh Naidu,INC,M1
1,197,MNF0757820,08:25:10,08:28:10,V. Priya Reddy,JD(U),M1
1,197,YBQ1902150,14:21:33,14:22:33,Y. Sneha Kumar,BJP,M1
1,197,HFA1488534,15:35:37,15:36:37,Y. Sneha Kumar,BJP,M2
3,761,PES1396568,13:56:44,13:58:44,S. Kavya Joshi,BSP,M1
3,761,ZLW8101254,08:08:34,08:09:34,S. Kavya Joshi,BSP,M1
3,761,PKE9821513,14:45:08,14:47:08,T. Priya Naidu,INC,M1
3,761,NMK9082226,15:58:59,16:00:59,R. Rahul Babu,BJP,M1
3,761,FPE3047573,13:11:47,13:12:47,R. Rahul Babu,BJP,M2
3,761,UYY6382094,15:12:18,15:13:18,S. Kavya Joshi,BSP,M2
1,276,NXT3422975,12:10:36,12:11:36,Y. Sneha Kumar,BJP,M1
1,276,ULA6861734,10:26:18,10:29:18,V. Priya Reddy,JD(U),M1
1,276,ZLY5001186,11:33:04,11:36:04,D. Rahul Singh,TDP,M2
1,276,FBJ5437418,11:06:11,11:09:11,Y. Sneha Kumar,BJP,M3
1,140,JFI8649555,16:24:16,16:26:16,C. Suresh Naidu,INC,M2
1,140,HEZ6410876,16:38:40,16:40:40,D. Rahul Singh,TDP,M3
1,140,KVQ1499588,12:25:00,12:26:00,D. Rahul Singh,TDP,M3
1,140,GOH0708299,08:43:24,08:45:24,Y. Sneha Kumar,BJP,M3
1,140,REH3047953,08:04:29,08:07:29,C. Suresh Naidu,INC,M3
1,140,KYR3144253,09:26:43,09:27:43,D. Rahul Singh,TDP,M3
1,140,EYO0992289,09:40:01,09:43:01,D. Rahul Singh,TDP,M3
4,1011,HTK8188605,09:50:48,09:51:48,W. Vijay Babu,SP,M1
4,1011,WYG5883656,16:16:37,16:19:37,W. Vijay Babu,SP,M2
4,1011,CZU7601049,09:24:40,09:27:40,H. Divya Yadav,TDP,M2
4,1011,LRE0923842,11:16:42,11:18:42,W. Vijay Babu,SP,M2
4,1011,FOH1518071,09:26:53,09:29:53,C. Suresh Singh,YSRCP,M2
1,80,DUB3957398,13:49:41,13:52:41,C. Suresh Naidu,INC,M1
1,80,XSH7519340,09:20:27,09:21:27,Y. Sneha Kumar,BJP,M2
1,80,DDN4020154,09:07:03,09:09:03,D. Rahul Singh,TDP,M3
1,80,JXF5647309,11:09:16,11:10:16,Y. Sneha Kumar,BJP,M3
1,308,MIQ8257042,13:08:08,13:10:08,Y. Sneha Kumar,BJP,M1
1,308,WLU6809219,16:25:53,16:28:53,Y. Sneha Kumar,BJP,M2
1,308,PRZ6901373,12:38:15,12:41:15,C. Suresh Naidu,INC,M2
1,308,ZOB0197542,10:34:56,10:37:56,Y. Sneha Kumar,BJP,M2
1,308,LFC0564761,11:15:01,11:18:01,Y. Sneha Kumar,BJP,M3
8,1431,YUH6526509,15:01:11,15:03:11,B. Latha Reddy,BJP,M3
8,1431,ACP6352693,16:49:01,16:51:01,U. Arun Singh,DMK,M3
8,1431,FAR0557551,11:37:23,11:39:23,X. Sanjay Singh,SP,M3
2,495,ZVW9964487,11:14:25,11:17:25,W. Rahul Reddy,TDP,M1
2,495,XPI6147878,12:28:05,12:29:05,N. Ravi Singh,AAP,M1
2,495,JIK5925217,12:24:57,12:26:57,Z. Sanjay Yadav,JD(U),M2
2,495,CVL7178044,08:24:13,08:25:13,N. Ravi Singh,AAP,M3
2,495,IKU8471440,08:53:56,08:55:56,Z. Sanjay Yadav,JD(U),M3
2,572,XID8161110,08:52:42,08:53:42,NOTA,NOTA,M1
2,572,WYN8324973,14:29:00,14:31:00,N. Ravi Singh,AAP,M2
2,572,YSP9435567,16:58:27,17:01:27,T. Rahul Singh,INC,M2
2,572,CLY0259612,09:42:35,09:45:35,N. Ravi Singh,AAP,M2
2,572,WAA9499514,09:17:15,09:19:15,W. Rahul Reddy,TDP,M3
2,572,ZFW2224066,14:31:00,14:34:00,Z. Sanjay Yadav,JD(U),M3
3,597,YPI2026086,15:42:54,15:43:54,S. Kavya Joshi,BSP,M1
3,597,HIG6303766,10:52:49,10:53:49,R. Rahul Babu,BJP,M1
3,597,ANM7842507,16:55:50,16:58:50,Y. Suresh Sharma,BRS,M2
3,597,BYQ3828632,16:31:09,16:32:09,T. Priya Naidu,INC,M3
3,597,KKE0417392,13:44:29,13:47:29,Y. Suresh Sharma,BRS,M3
1,287,OWQ4412261,09:52:09,09:53:09,V. Priya Reddy,JD(U),M2
1,287,NMR4043747,11:51:32,11:52:32,Y. Sneha Kumar,BJP,M3
1,287,JAZ3760880,16:45:30,16:46:30,V. Priya Reddy,JD(U),M3
1,287,BFL2347898,13:46:02,13:47:02,Y. Sneha Kumar,BJP,M3
1,301,DAR7607429,08:09:49,08:11:49,D. Rahul Singh,TDP,M3
1,301,NMV0851912,09:19:55,09:21:55,C. Suresh Naidu,INC,M3
1,301,GPY4138742,16:14:14,16:16:14,Y. Sneha Kumar,BJP,M3
1,301,CFK0673049,15:57:32,15:58:32,C. Suresh Naidu,INC,M3
1,226,TUC4948801,12:42:09,12:44:09,D. Rahul Singh,TDP,M1
1,226,SQJ5097735,09:02:04,09:04:04,D. Rahul Singh,TDP,M2
1,226,WCV1492387,09:46:22,09:47:22,C. Suresh Naidu,INC,M2
1,226,WJV7822895,14:07:17,14:10:17,C. Suresh Naidu,INC,M2
1,226,XEP6403368,13:58:27,14:01:27,Y. Sneha Kumar,BJP,M2
1,226,LUM2101706,10:41:03,10:44:03,Y. Sneha Kumar,BJP,M3
1,54,WWQ4645165,14:19:45,14:21:45,C. Suresh Naidu,INC,M1
1,54,HOW4604547,08:33:12,08:36:12,Y. Sneha Kumar,BJP,M1
1,54,PAN0124475,11:26:43,11:27:43,Y. Sneha Kumar,BJP,M1
1,54,MMQ4711465,13:36:11,13:39:11,Y. Sneha Kumar,BJP,M2
1,54,CNZ6679560,08:38:57,08:39:57,V. Priya Reddy,JD(U),M3
1,54,IHI3155032,16:37:47,16:38:47,C. Suresh Naidu,INC,M3
4,844,JYM2039407,16:17:14,16:19:14,W. Vijay Babu,SP,M1
4,844,PGS5558625,08:24:42,08:25:42,H. Divya Yadav,TDP,M2
4,844,VWK3987184,11:52:05,11:55:05,W. Vijay Babu,SP,M3
4,844,KWN4283949,14:32:50,14:34:50,C. Suresh Singh,YSRCP,M3
3,726,GCV5569060,14:15:30,14:18:30,Y. Suresh Sharma,BRS,M1
3,726,IGQ3160629,11:32:46,11:35:46,R. Rahul Babu,BJP,M2
3,726,ZJS0277223,11:15:45,11:16:45,S. Kavya Joshi,BSP,M2
3,726,TDQ5764137,08:59:01,09:01:01,T. Priya Naidu,INC,M3
3,726,GSP4484645,13:40:53,13:43:53,Y. Suresh Sharma,BRS,M3
3,726,NNB1815302,12:41:37,12:43:37,S. Kavya Joshi,BSP,M3
5,1067,NFO6263831,11:14:41,11:16:41,M. Arun Yadav,BJP,M1
5,1067,RRL4383475,09:51:09,09:52:09,C. Latha Reddy,AAP,M2
5,1067,ZIW2055814,16:08:15,16:10:15,M. Arun Yadav,BJP,M2
5,1067,VCZ9516733,10:18:48,10:20:48,O. Arun Verma,BRS,M3
5,1062,YCF5058768,10:12:56,10:14:56,C. Latha Reddy,AAP,M1
5,1062,MAZ1221836,14:15:29,14:16:29,O. Arun Verma,BRS,M1
5,1062,QMZ1934612,16:08:48,16:10:48,M. Arun Yadav,BJP,M2
5,1062,MVO9269600,15:07:13,15:08:13,M. Arun Yadav,BJP,M2
4,990,WAV0341585,14:10:56,14:12:56,C. Suresh Singh,YSRCP,M1
4,990,DNR9898719,08:12:12,08:13:12,C. Suresh Singh,YSRCP,M2
4,990,GHN0846643,12:36:37,12:39:37,C. Suresh Singh,YSRCP,M2
4,990,ETW5027389,15:48:07,15:50:07,W. Vijay Babu,SP,M2
4,990,EIJ6763822,15:56:39,15:57:39,W. Vijay Babu,SP,M3
1,338,GDR0376656,08:24:57,08:26:57,Y. Sneha Kumar,BJP,M1
1,338,NBE8301544,14:30:48,14:31:48,V. Priya Reddy,JD(U),M2
1,338,QJJ1652568,10:26:53,10:28:53,V. Priya Reddy,JD(U),M3
1,338,CQX3463553,08:55:35,08:58:35,D. Rahul Singh,TDP,M3
1,12,KDK1835723,16:06:36,16:07:36,Y. Sneha Kumar,BJP,M1
1,12,MUH1593584,13:48:31,13:51:31,C. Suresh Naidu,INC,M2
8,1455,YFG0449410,14:33:28,14:35:28,B. Latha Reddy,BJP,M1
8,1455,BDB2525716,16:46:17,16:47:17,X. Sanjay Singh,SP,M2
8,1455,MCD2581950,08:41:41,08:44:41,U. Anjali Yadav,TDP,M2
8,1455,HUR2862944,09:57:54,10:00:54,U. Arun Singh,DMK,M2
2,468,MQV6508954,14:15:57,14:16:57,N. Ravi Singh,AAP,M1
2,468,IEM1191956,15:43:09,15:44:09,N. Ravi Singh,AAP,M2
2,468,EDI3156942,12:38:41,12:39:41,Z. Sanjay Yadav,JD(U),M2
2,468,KLL2832439,10:55:45,10:56:45,Z. Sanjay Yadav,JD(U),M3
2,468,EGW1723191,10:21:50,10:22:50,W. Rahul Reddy,TDP,M3
1,282,VKX3719759,09:48:29,09:51:29,Y. Sneha Kumar,BJP,M1
1,282,WOB1768551,12:05:25,12:06:25,Y. Sneha Kumar,BJP,M1
1,282,RGU7832805,14:40:12,14:43:12,V. Priya Reddy,JD(U),M2
1,282,FJB4864584,08:31:29,08:34:29,C. Suresh Naidu,INC,M3
1,282,JML7618484,12:45:35,12:47:35,D. Rahul Singh,TDP,M3
8,1507,MFN0485969,11:21:23,11:22:23,U. Anjali Yadav,TDP,M1
8,1507,PBD2134916,10:04:29,10:07:29,U. Arun Singh,DMK,M1
8,1507,UVR1077770,12:10:21,12:13:21,U. Arun Singh,DMK,M2
8,1507,VZU9841595,10:25:41,10:26:41,U. Arun Singh,DMK,M3
4,932,RDI5914263,14:34:16,14:36:16,H. Divya Yadav,TDP,M1
4,932,HPZ1746720,08:42:44,08:45:44,H. Divya Yadav,TDP,M1
4,932,KGX1316267,08:58:01,09:01:01,W. Vijay Babu,SP,M1
4,932,XME0022521,08:45:53,08:47:53,C. Suresh Singh,YSRCP,M2
4,932,NFL4267829,11:10:17,11:11:17,C. Suresh Singh,YSRCP,M3
3,591,KCH3398431,14:23:49,14:24:49,T. Priya Naidu,INC,M1
3,591,ZQQ7689802,15:38:59,15:39:59,S. Kavya Joshi,BSP,M1
3,591,FBB2505882,10:16:21,10:17:21,R. Rahul Babu,BJP,M2
3,591,CDV2916367,08:35:55,08:37:55,S. Kavya Joshi,BSP,M3
3,591,FHT0611630,12:38:04,12:40:04,S. Kavya Joshi,BSP,M3
3,591,NLA2769426,13:44:15,13:45:15,R. Rahul Babu,BJP,M3
2,354,FFC4525658,15:47:07,15:48:07,Z. Sanjay Yadav,JD(U),M1
2,354,CRW4643242,13:22:55,13:25:55,Z. Sanjay Yadav,JD(U),M2
2,354,IYW9079834,12:18:04,12:20:04,Z. Sanjay Yadav,JD(U),M2
2,354,DIY9841394,09:15:26,09:18:26,T. Rahul Singh,INC,M3
8,1429,ZWZ2324877,16:50:39,16:52:39,U. Anjali Yadav,TDP,M1
8,1429,GGK0035753,13:03:44,13:06:44,X. Sanjay Singh,SP,M2
8,1429,ZYV4702545,12:59:54,13:02:54,U. Anjali Yadav,TDP,M3
8,1429,TZZ1699840,10:10:06,10:12:06,U. Arun Singh,DMK,M3
8,1429,BSU3336789,08:28:19,08:31:19,U. Arun Singh,DMK,M3
5,1093,REP6692560,16:07:07,16:09:07,O. Arun Verma,BRS,M1
5,1093,ZZW4555895,10:51:08,10:53:08,M. Arun Yadav,BJP,M1
5,1093,CXH6888331,15:34:14,15:37:14,M. Arun Yadav,BJP,M2
5,1079,QIQ3192866,16:25:18,16:26:18,M. Arun Yadav,BJP,M1
5,1079,IOM4986333,15:24:46,15:27:46,M. Arun Yadav,BJP,M2
5,1079,VSL1126469,11:07:44,11:10:44,O. Arun Verma,BRS,M2
5,1079,OGZ9330085,13:56:49,13:57:49,M. Arun Yadav,BJP,M2
4,868,ZOO0556843,08:26:43,08:28:43,W. Vijay Babu,SP,M2
4,868,DZA1188886,14:39:06,14:42:06,H. Divya Yadav,TDP,M2
4,868,ZPS0309743,09:42:56,09:43:56,W. Vijay Babu,SP,M2
4,868,CKG3241960,14:58:56,14:59:56,W. Vijay Babu,SP,M3
5,1038,UZV9777437,14:30:47,14:33:47,M. Arun Yadav,BJP,M1
5,1038,FHB1740095,13:02:23,13:03:23,M. Arun Yadav,BJP,M2
5,1038,HDF9589320,16:04:32,16:05:32,C. Latha Reddy,AAP,M3
1,314,XQU1413152,09:06:56,09:08:56,Y. Sneha Kumar,BJP,M1
1,314,BVK7908549,12:06:29,12:08:29,C. Suresh Naidu,INC,M1
1,314,KKR3425745,12:21:18,12:23:18,V. Priya Reddy,JD(U),M1
1,314,FSU1981249,16:00:41,16:03:41,Y. Sneha Kumar,BJP,M2
1,314,FLB4013972,15:05:53,15:08:53,D. Rahul Singh,TDP,M3
1,314,PGP3850958,12:14:22,12:15:22,Y. Sneha Kumar,BJP,M3
3,619,KJE9114445,10:23:04,10:25:04,R. Rahul Babu,BJP,M2
3,619,QAB9376129,15:39:40,15:41:40,T. Priya Naidu,INC,M2
3,619,CDE0811248,10:52:04,10:53:04,S. Kavya Joshi,BSP,M2
3,619,BKM1513672,10:26:53,10:29:53,R. Rahul Babu,BJP,M3
3,619,RVT6271720,14:23:31,14:26:31,S. Kavya Joshi,BSP,M3
3,753,LBT3269854,16:06:54,16:08:54,S. Kavya Joshi,BSP,M1
3,753,ZOY7302222,15:57:54,16:00:54,R. Rahul Babu,BJP,M3
3,753,HOD2052774,13:39:20,13:42:20,Y. Suresh Sharma,BRS,M3
3,753,FEX0778634,11:48:09,11:51:09,S. Kavya Joshi,BSP,M3
5,1024,SDN7383977,13:42:57,13:44:57,C. Latha Reddy,AAP,M1
5,1024,VTP3262978,15:20:46,15:21:46,M. Arun Yadav,BJP,M1
5,1024,PJA8845015,13:39:48,13:41:48,C. Latha Reddy,AAP,M1
5,1024,QOS2061076,10:38:11,10:40:11,O. Arun Verma,BRS,M1
5,1024,REL7589703,13:33:49,13:35:49,C. Latha Reddy,AAP,M3
8,1425,GWS1102303,13:25:18,13:28:18,U. Arun Singh,DMK,M1
8,1425,VXS6756792,09:30:19,09:32:19,B. Latha Reddy,BJP,M1
8,1425,XQH3547546,14:20:00,14:22:00,X. Sanjay Singh,SP,M2
8,1425,VYJ2142849,15:42:37,15:45:37,U. Arun Singh,DMK,M3
8,1425,ZPH9460144,09:47:14,09:48:14,X. Sanjay Singh,SP,M3
8,1409,YJT6758248,16:08:25,16:11:25,B. Latha Reddy,BJP,M1
8,1409,RBC7947205,12:00:01,12:02:01,U. Arun Singh,DMK,M2
8,1409,XGP0336443,11:59:52,12:00:52,X. Sanjay Singh,SP,M3
8,1409,DSN9778550,11:25:24,11:28:24,U. Arun Singh,DMK,M3
1,122,CGD7880840,15:23:18,15:24:18,C. Suresh Naidu,INC,M1
1,122,NVR5753649,08:52:53,08:55:53,V. Priya Reddy,JD(U),M1
1,122,QKV7062715,16:12:55,16:15:55,D. Rahul Singh,TDP,M2
1,122,OHF5354512,16:02:58,16:05:58,D. Rahul Singh,TDP,M2
1,122,NWD6372424,11:28:10,11:31:10,Y. Sneha Kumar,BJP,M2
1,122,VWZ4117825,11:23:21,11:26:21,V. Priya Reddy,JD(U),M3
8,1462,VJC6036759,14:20:37,14:22:37,U. Anjali Yadav,TDP,M1
8,1462,SPB0152792,10:19:48,10:20:48,X. Sanjay Singh,SP,M2
8,1462,DRB7574643,12:57:08,13:00:08,X. Sanjay Singh,SP,M3
3,724,QPL4007309,10:53:22,10:54:22,Y. Suresh Sharma,BRS,M2
3,724,GAT4274850,09:14:47,09:16:47,R. Rahul Babu,BJP,M2
3,724,GNY4705443,14:25:09,14:28:09,S. Kavya Joshi,BSP,M3
3,724,DIG7746756,12:52:47,12:53:47,S. Kavya Joshi,BSP,M3
2,448,JSN2370882,12:19:26,12:21:26,N. Ravi Singh,AAP,M1
2,448,OCQ0131480,16:19:18,16:22:18,N. Ravi Singh,AAP,M1
2,448,CQJ8162279,14:30:09,14:31:09,Z. Sanjay Yadav,JD(U),M3
2,448,ILW3547086,16:38:25,16:39:25,T. Rahul Singh,INC,M3
2,448,ZGC8807723,14:05:56,14:06:56,W. Rahul Reddy,TDP,M3
1,206,KQG9452456,13:24:07,13:25:07,Y. Sneha Kumar,BJP,M1
1,206,EHL3662986,14:45:56,14:47:56,C. Suresh Naidu,INC,M1
1,206,LMU1656812,15:18:23,15:21:23,C. Suresh Naidu,INC,M1
1,206,WCC4571971,15:30:48,15:32:48,Y. Sneha Kumar,BJP,M2
1,206,RHH8717415,13:36:31,13:38:31,Y. Sneha Kumar,BJP,M3
1,206,CBV8929065,09:10:51,09:13:51,V. Priya Reddy,JD(U),M3
4,855,EXM0176887,14:24:49,14:27:49,H. Divya Yadav,TDP,M1
4,855,XJS4679697,15:28:00,15:31:00,C. Suresh Singh,YSRCP,M1
4,855,XDI1638238,11:03:10,11:05:10,H. Divya Yadav,TDP,M1
4,855,ILN2964508,10:48:01,10:49:01,C. Suresh Singh,YSRCP,M2
4,855,UBF0050380,10:53:51,10:56:51,W. Vijay Babu,SP,M2
4,1006,NIY7681193,16:58:21,16:59:21,C. Suresh Singh,YSRCP,M1
4,1006,KEB3568912,08:04:37,08:06:37,C. Suresh Singh,YSRCP,M2
4,1006,EAX6987722,14:42:58,14:43:58,H. Divya Yadav,TDP,M2
4,1006,VFJ6103474,11:42:11,11:43:11,W. Vijay Babu,SP,M3
6,1230,OFE4235646,09:17:46,09:19:46,A. Manoj Naidu,DMK,M1
6,1230,KQB7562347,14:17:22,14:19:22,Z. Latha Reddy,BSP,M2
6,1230,CSV8807187,09:27:33,09:29:33,K. Anil Das,INC,M2
6,1230,WVH2050121,08:00:09,08:01:09,K. Anil Das,INC,M2
3,663,VAW2102144,13:56:51,13:57:51,T. Priya Naidu,INC,M1
3,663,GJK5068224,12:02:16,12:03:16,S. Kavya Joshi,BSP,M2
3,663,XQY0946767,11:05:03,11:06:03,Y. Suresh Sharma,BRS,M3
3,636,WOS0496148,14:12:25,14:15:25,Y. Suresh Sharma,BRS,M1
3,636,TYQ5473754,08:56:52,08:58:52,T. Priya Naidu,INC,M2
3,636,LSV0713635,14:52:52,14:55:52,S. Kavya Joshi,BSP,M3
6,1191,RRK5981086,11:46:46,11:49:46,K. Anil Das,INC,M1
6,1191,YUA9502925,10:15:30,10:18:30,A. Lakshmi Sharma,CPM,M2
6,1191,DPB9550497,13:00:59,13:02:59,Z. Latha Reddy,BSP,M3
6,1191,ZBL3485015,11:25:04,11:27:04,K. Anil Das,INC,M3
1,129,VUK5836938,13:36:13,13:38:13,Y. Sneha Kumar,BJP,M1
1,129,VLP7604510,11:33:24,11:35:24,C. Suresh Naidu,INC,M2
1,129,ZZE3284017,13:34:44,13:37:44,C. Suresh Naidu,INC,M2
1,129,NZU7173686,16:51:35,16:52:35,Y. Sneha Kumar,BJP,M3
1,129,XGM5877425,14:25:26,14:27:26,D. Rahul Singh,TDP,M3
1,47,QRQ7713804,15:47:57,15:50:57,D. Rahul Singh,TDP,M2
1,47,TUA8393600,14:30:51,14:32:51,V. Priya Reddy,JD(U),M2
1,47,UXN7440795,10:01:45,10:02:45,Y. Sneha Kumar,BJP,M2
1,47,TRQ9890654,13:21:22,13:24:22,C. Suresh Naidu,INC,M3
1,47,KIJ8766921,14:39:44,14:40:44,D. Rahul Singh,TDP,M3
1,147,GVX0928738,12:57:41,12:58:41,V. Priya Reddy,JD(U),M1
1,147,LRX4250992,08:52:39,08:54:39,C. Suresh Naidu,INC,M1
1,147,DGA2223347,09:06:33,09:09:33,D. Rahul Singh,TDP,M2
1,147,PWG8789869,14:32:08,14:33:08,Y. Sneha Kumar,BJP,M2
1,147,GIU9046070,11:26:25,11:29:25,Y. Sneha Kumar,BJP,M3
2,520,YSJ1563774,15:04:26,15:06:26,N. Ravi Singh,AAP,M3
2,520,YIA3214013,10:52:55,10:55:55,T. Rahul Singh,INC,M3
2,520,CTC7319600,11:03:18,11:05:18,N. Ravi Singh,AAP,M3
2,520,ENM2487472,16:53:14,16:54:14,Z. Sanjay Yadav,JD(U),M3
2,502,RBP3692019,10:10:53,10:11:53,Z. Sanjay Yadav,JD(U),M1
2,502,OGY0132419,12:04:31,12:05:31,T. Rahul Singh,INC,M1
2,502,WYM5551379,09:34:24,09:37:24,W. Rahul Reddy,TDP,M2
2,502,RMV3078267,11:49:27,11:51:27,Z. Sanjay Yadav,JD(U),M3
2,502,PQQ4166331,09:38:27,09:39:27,T. Rahul Singh,INC,M3
2,558,LFZ0649751,14:22:21,14:24:21,N. Ravi Singh,AAP,M2
2,558,INN4893878,11:18:39,11:19:39,N. Ravi Singh,AAP,M2
2,558,LGT7154586,08:45:10,08:47:10,W. Rahul Reddy,TDP,M2
6,1216,YMR0801740,09:33:06,09:34:06,A. Manoj Naidu,DMK,M1
6,1216,FCC8112076,13:11:51,13:13:51,K. Anil Das,INC,M1
6,1216,YOW0568408,12:39:33,12:42:33,A. Lakshmi Sharma,CPM,M3
5,1127,PCH8881313,08:45:03,08:46:03,M. Arun Yadav,BJP,M2
5,1127,LQF8617824,14:47:30,14:48:30,M. Arun Yadav,BJP,M2
5,1127,POF9576514,09:31:57,09:33:57,O. Arun Verma,BRS,M2
