CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
2,382,PZX7246847,12:36:51,12:39:51,Z. Manoj Sharma,VUN
1,323,ALI0560270,15:46:11,15:48:11,D. Kavya Das,RYX
6,1186,VZG4402892,15:21:00,15:23:00,D. Vikram Joshi,MEX
1,239,RYR9745095,15:19:46,15:20:46,M. Arun Singh,MEX
3,717,HZY9854220,09:38:03,09:40:03,A. Rahul Verma,MEX
8,1468,DLY6466146,08:15:55,08:18:55,N. Kiran Babu,WUF
1,120,IPO3061938,10:35:53,10:37:53,M. Arun Singh,MEX
7,1302,NCT4899808,10:27:24,10:29:24,F. Kavya Joshi,KEM
2,530,MJH5283368,10:11:30,10:12:30,A. Priya Babu,WUF
5,1087,VOC8813377,14:40:53,14:42:53,T. Lakshmi Verma,TIL
4,895,XOG3458727,14:59:27,15:00:27,K. Rahul Sharma,MEX
2,366,WGW1681606,08:06:14,08:07:14,Z. Manoj Sharma,VUN
3,745,WNR0172439,14:18:50,14:20:50,E. Latha Yadav,ZAR
3,661,KIM6888230,08:02:53,08:05:53,E. Meena Das,LAG
1,263,ZLV6235440,13:42:48,13:44:48,U. Anil Kumar,ZAR
1,124,DKO3080758,16:37:45,16:38:45,U. Anil Kumar,ZAR
8,1413,QKM9667079,11:02:59,11:04:59,V. Sita Naidu,KEM
6,1195,PKP4680879,16:56:19,16:58:19,U. Radha Singh,KEM
2,385,YNC6063983,14:25:58,14:26:58,Z. Manoj Sharma,VUN
1,53,BIL7925912,15:11:02,15:12:02,M. Arun Singh,MEX
1,291,BMH9289972,08:56:58,08:58:58,U. Anil Kumar,ZAR
2,527,ZAI9256850,09:06:42,09:08:42,Z. Manoj Sharma,VUN
6,1157,KGM8421598,15:15:20,15:17:20,B. Lakshmi Naidu,RYX
3,672,YMY8404167,16:17:05,16:19:05,A. Rahul Verma,MEX
1,277,GEB2664077,12:08:10,12:10:10,D. Kavya Das,RYX
4,838,TGD7901885,13:42:33,13:44:33,O. Ravi Verma,LAG
4,875,OOR0899116,13:58:09,13:59:09,U. Anil Babu,QOP
3,744,UMR5667796,12:14:38,12:15:38,E. Meena Das,LAG
2,556,KQB7562347,16:04:58,16:07:58,Z. Manoj Sharma,VUN
4,844,XBQ4073248,08:42:00,08:45:00,K. Rahul Sharma,MEX
6,1203,ASC4712237,15:36:56,15:37:56,U. Sanjay Yadav,BIR
2,434,HTD8852622,15:56:01,15:57:01,A. Priya Babu,WUF
4,896,PKD9325730,09:55:32,09:58:32,Q. Radha Yadav,VUN
1,116,IZZ7490433,13:28:51,13:31:51,D. Kavya Das,RYX
4,963,EUA6140773,08:59:12,09:01:12,Q. Radha Yadav,VUN
3,715,NGG2055372,15:50:10,15:51:10,B. Vikram Sharma,VUN
4,826,GEK6628586,08:08:34,08:09:34,O. Ravi Verma,LAG
3,664,CSI7505242,15:09:00,15:12:00,A. Rahul Verma,MEX
2,492,PMD7222154,12:56:01,12:57:01,G. Priya Babu,NOD
4,837,VMD8356653,14:00:51,14:03:51,O. Ravi Verma,LAG
4,865,VJA0287382,09:39:23,09:40:23,K. Rahul Sharma,MEX
3,708,RTD7672586,10:32:59,10:35:59,E. Latha Yadav,ZAR
1,266,OLV2293384,10:06:43,10:07:43,D. Kavya Das,RYX
2,462,ZFJ5537488,13:46:27,13:49:27,G. Priya Babu,NOD
5,1096,UDK7772401,10:30:35,10:33:35,D. Manoj Joshi,QOP
8,1404,ZZI5828323,14:51:08,14:52:08,N. Vijay Das,VUN
5,1057,QJL9988752,12:55:03,12:56:03,B. Vikram Babu,ZAR
1,96,WAY3046098,12:57:52,12:59:52,M. Arun Singh,MEX
7,1291,FCY6879047,08:00:11,08:03:11,V. Priya Babu,LAG
7,1356,GAV9786069,15:12:08,15:14:08,K. Divya Yadav,VUN
3,676,MMZ9224475,10:43:05,10:46:05,E. Meena Das,LAG
3,739,FKW5670669,13:44:42,13:46:42,E. Meena Das,LAG
1,118,SDN7383977,16:07:44,16:10:44,D. Kavya Das,RYX
7,1363,EHV0777756,09:54:24,09:55:24,K. Divya Yadav,VUN
6,1157,DKZ6263400,10:11:46,10:14:46,D. Vikram Joshi,MEX
3,697,CTW2273257,14:13:15,14:15:15,E. Meena Das,LAG
5,1094,HMG8093746,12:54:02,12:56:02,D. Manoj Joshi,QOP
5,1087,UPK0804483,12:58:00,12:59:00,T. Lakshmi Verma,TIL
7,1366,XQW4648675,14:27:10,14:30:10,F. Kavya Joshi,KEM
7,1322,UNA3240898,13:15:21,13:16:21,K. Divya Yadav,VUN
4,924,THR0401141,14:13:18,14:16:18,U. Anil Babu,QOP
7,1307,DYO4781044,12:39:56,12:42:56,C. Latha Singh,BIR
7,1352,AUH1877090,11:53:48,11:55:48,K. Divya Yadav,VUN
5,1030,IKM9694939,10:47:42,10:48:42,D. Manoj Joshi,QOP
2,381,UKD0660239,08:35:52,08:36:52,A. Priya Babu,WUF
7,1361,OGY0132419,12:01:30,12:02:30,F. Kavya Joshi,KEM
6,1164,ONK6217435,13:39:09,13:42:09,U. Radha Singh,KEM
1,155,AKI1743935,13:10:42,13:13:42,M. Arun Singh,MEX
8,1522,TVD8820527,15:51:22,15:53:22,N. Vijay Das,VUN
1,342,XID8161110,16:34:12,16:36:12,D. Kavya Das,RYX
1,144,ODO4381198,08:25:57,08:26:57,M. Arun Singh,MEX
7,1373,JJU6524987,13:12:56,13:13:56,V. Priya Babu,LAG
4,954,RZK5239342,16:40:15,16:43:15,O. Ravi Verma,LAG
2,476,ESC7261823,10:02:00,10:03:00,G. Priya Babu,NOD
5,1128,BTD2768511,09:40:11,09:42:11,B. Vikram Babu,ZAR
2,419,JBD1948084,12:26:19,12:28:19,Z. Manoj Sharma,VUN
4,962,QZP0227758,16:22:12,16:24:12,U. Anil Babu,QOP
1,121,UKB7554141,12:19:43,12:21:43,D. Kavya Das,RYX
2,549,MCL4744521,13:25:25,13:26:25,A. Priya Babu,WUF
5,1079,BST4053944,12:21:33,12:23:33,B. Vikram Babu,ZAR
1,26,WIB0268584,15:12:11,15:15:11,D. Kavya Das,RYX
1,302,YMM1184263,12:29:31,12:32:31,M. Arun Singh,MEX
3,658,TVU7520251,10:40:34,10:43:34,A. Rahul Verma,MEX
1,323,ORP7374574,10:23:18,10:26:18,D. Kavya Das,RYX
8,1388,UVY1162526,12:24:27,12:27:27,N. Kiran Babu,WUF
3,722,SVU2118954,10:07:26,10:10:26,A. Rahul Verma,MEX
3,603,IPX6821781,16:47:39,16:49:39,E. Latha Yadav,ZAR
1,347,IBB1766523,12:11:33,12:12:33,M. Arun Singh,MEX
8,1518,JNW4770919,13:01:54,13:03:54,V. Sita Naidu,KEM
3,779,VUK5836938,15:12:41,15:14:41,E. Meena Das,LAG
4,918,MSE8242562,12:52:51,12:53:51,Q. Radha Yadav,VUN
6,1235,XGZ2254149,11:58:53,12:01:53,D. Vikram Joshi,MEX
6,1245,AKG5078042,12:31:53,12:33:53,D. Vikram Joshi,MEX
4,819,GAI4719396,15:29:10,15:32:10,U. Anil Babu,QOP
7,1295,CXL6375328,08:46:01,08:47:01,K. Divya Yadav,VUN
4,1017,BKD4014549,11:15:52,11:16:52,O. Ravi Verma,LAG
4,980,VQU1108990,08:22:16,08:23:16,K. Rahul Sharma,MEX
6,1201,QRX0974482,12:43:30,12:44:30,D. Vikram Joshi,MEX
1,172,GTC5544695,09:34:25,09:37:25,U. Anil Kumar,ZAR
1,134,MJB3454481,11:24:15,11:25:15,Q. Lakshmi Kumar,TIL
1,12,AKR3348520,10:20:09,10:22:09,D. Kavya Das,RYX
4,977,SEV3070611,16:22:38,16:24:38,U. Anil Babu,QOP
7,1255,QMB6984972,12:12:43,12:13:43,C. Latha Singh,BIR
8,1406,YNI3801369,16:31:14,16:32:14,N. Kiran Babu,WUF
4,837,GWA7490366,13:59:44,14:02:44,U. Anil Babu,QOP
3,723,VCZ8945438,11:36:52,11:39:52,A. Rahul Verma,MEX
2,386,DCG3681840,14:47:56,14:49:56,Z. Manoj Sharma,VUN
1,97,FMN2186854,10:25:22,10:26:22,U. Anil Kumar,ZAR
1,70,WAU4873433,12:57:10,12:59:10,M. Arun Singh,MEX
1,103,YSX6684713,16:55:39,16:56:39,D. Kavya Das,RYX
7,1376,OQG6568440,13:08:07,13:10:07,C. Latha Singh,BIR
2,507,KCF1374440,13:04:47,13:06:47,A. Priya Babu,WUF
6,1247,OET0663900,13:29:55,13:30:55,D. Vikram Joshi,MEX
6,1167,PNS9518393,09:13:55,09:16:55,B. Lakshmi Naidu,RYX
1,180,HET9308215,16:31:58,16:32:58,D. Kavya Das,RYX
8,1528,QQA5379559,12:27:04,12:30:04,V. Sita Naidu,KEM
2,421,CGY0398542,12:34:04,12:36:04,G. Priya Babu,NOD
3,718,HEF1154861,10:09:16,10:11:16,E. Latha Yadav,ZAR
2,432,VSB3964718,08:40:19,08:41:19,A. Priya Babu,WUF
3,602,JHR4342503,14:22:33,14:24:33,A. Rahul Verma,MEX
2,413,SFW4586062,16:19:21,16:20:21,G. Priya Babu,NOD
4,794,ZCN9078143,08:43:37,08:46:37,Q. Radha Yadav,VUN
8,1463,SCG6500136,09:48:49,09:49:49,Q. Kavya Naidu,ZAR
4,872,BIJ3088255,10:33:39,10:35:39,K. Rahul Sharma,MEX
1,248,ZUF0124108,16:54:17,16:57:17,Q. Lakshmi Kumar,TIL
1,2,NHR1895798,14:22:43,14:23:43,D. Kavya Das,RYX
2,570,OWJ5659861,14:21:32,14:23:32,G. Priya Babu,NOD
3,620,XDR2964233,16:09:56,16:12:56,E. Meena Das,LAG
1,17,CWO4216073,13:40:20,13:42:20,M. Arun Singh,MEX
4,918,MPS3064610,12:03:45,12:05:45,U. Anil Babu,QOP
2,576,TDH1193738,13:57:39,14:00:39,A. Priya Babu,WUF
8,1506,VYJ3808056,10:13:03,10:15:03,N. Kiran Babu,WUF
4,866,SFN7611610,13:22:24,13:23:24,Q. Radha Yadav,VUN
3,672,CLS5569376,15:43:10,15:46:10,E. Meena Das,LAG
6,1190,JVZ4364732,10:17:01,10:19:01,D. Vikram Joshi,MEX
2,390,AMR4801705,16:16:02,16:18:02,G. Priya Babu,NOD
6,1211,YUJ6834651,15:37:51,15:38:51,B. Lakshmi Naidu,RYX
2,508,ITZ2235105,14:41:32,14:43:32,Z. Manoj Sharma,VUN
1,199,UKE5965064,10:53:07,10:55:07,D. Kavya Das,RYX
5,1129,NZQ6159876,12:03:57,12:05:57,T. Lakshmi Verma,TIL
1,322,VWH8047485,16:38:53,16:39:53,Q. Lakshmi Kumar,TIL
8,1515,PPZ9172949,14:50:41,14:53:41,V. Sita Naidu,KEM
3,787,CIF7580592,16:25:58,16:28:58,E. Meena Das,LAG
1,29,GKF3294178,16:03:45,16:05:45,U. Anil Kumar,ZAR
3,786,VPJ9960651,14:34:05,14:37:05,B. Vikram Sharma,VUN
5,1044,GLB8492619,15:10:47,15:13:47,D. Manoj Joshi,QOP
1,176,UHO6077083,13:37:08,13:40:08,D. Kavya Das,RYX
5,1027,LMY2016323,09:26:54,09:28:54,T. Lakshmi Verma,TIL
8,1523,KED7525016,16:27:31,16:29:31,N. Vijay Das,VUN
7,1363,VJS3517020,14:49:51,14:51:51,V. Priya Babu,LAG
4,975,GKW7639544,12:08:36,12:09:36,Q. Radha Yadav,VUN
2,578,NDF1705385,12:19:59,12:22:59,G. Priya Babu,NOD
6,1179,NKJ8341430,11:51:28,11:54:28,B. Lakshmi Naidu,RYX
2,436,ACU2107896,09:03:15,09:05:15,Z. Manoj Sharma,VUN
4,977,BFR8664926,09:38:38,09:40:38,K. Rahul Sharma,MEX
5,1051,CMX3836669,11:57:14,11:58:14,B. Vikram Babu,ZAR
4,870,CMC7843745,16:37:18,16:38:18,Q. Radha Yadav,VUN
2,474,JYK7592591,16:38:14,16:39:14,Z. Manoj Sharma,VUN
1,141,RBC7947205,15:24:08,15:25:08,D. Kavya Das,RYX
6,1141,HZE2894567,13:51:48,13:54:48,D. Vikram Joshi,MEX
6,1208,XZH3489099,09:48:21,09:50:21,B. Lakshmi Naidu,RYX
1,153,MNZ6567525,12:22:17,12:25:17,M. Arun Singh,MEX
1,205,ECV8466936,08:15:35,08:18:35,U. Anil Kumar,ZAR
1,39,FKS0751518,12:08:32,12:11:32,U. Anil Kumar,ZAR
1,294,IOC9659224,12:05:06,12:07:06,D. Kavya Das,RYX
2,435,FHO4860698,09:37:02,09:39:02,Z. Manoj Sharma,VUN
2,414,SUR8965773,09:08:39,09:09:39,A. Priya Babu,WUF
2,506,OWE5815638,12:38:29,12:41:29,A. Priya Babu,WUF
1,188,YHX6248139,16:39:17,16:42:17,D. Kavya Das,RYX
1,223,KQT2628846,10:59:50,11:02:50,D. Kavya Das,RYX
2,548,WJZ7204813,11:46:53,11:49:53,G. Priya Babu,NOD
1,338,UQO3089772,10:37:28,10:38:28,D. Kavya Das,RYX
5,1087,SYM6771964,14:10:20,14:11:20,B. Vikram Babu,ZAR
2,545,ZPX7536442,09:48:35,09:49:35,A. Priya Babu,WUF
7,1292,TYK0550661,10:55:30,10:57:30,K. Divya Yadav,VUN
5,1067,UAD2984565,12:23:45,12:26:45,T. Lakshmi Verma,TIL
1,68,VQT4146389,09:12:28,09:14:28,U. Anil Kumar,ZAR
8,1410,TIY8882718,11:48:19,11:51:19,N. Vijay Das,VUN
6,1199,DDG4418391,10:34:03,10:37:03,U. Sanjay Yadav,BIR
2,408,XPU8473451,09:15:24,09:16:24,A. Priya Babu,WUF
3,585,MDS4340282,10:21:14,10:22:14,A. Rahul Verma,MEX
2,421,HED8306264,16:29:29,16:30:29,G. Priya Babu,NOD
4,848,WVS8048096,09:23:02,09:26:02,Q. Radha Yadav,VUN
1,226,SFZ3294655,12:50:52,12:53:52,M. Arun Singh,MEX
5,1103,BAH0479036,12:29:21,12:32:21,D. Manoj Joshi,QOP
4,987,ESL8485020,09:00:39,09:02:39,K. Rahul Sharma,MEX
7,1254,AMX5103549,13:07:53,13:10:53,K. Divya Yadav,VUN
4,995,MVH6134092,15:57:55,15:59:55,K. Rahul Sharma,MEX
1,145,NMW1582945,12:16:23,12:17:23,U. Anil Kumar,ZAR
1,74,IKY1865263,11:13:07,11:14:07,D. Kavya Das,RYX
1,36,NJF4833175,11:39:57,11:40:57,M. Arun Singh,MEX
4,795,CVL7178044,13:16:52,13:18:52,O. Ravi Verma,LAG
6,1186,SVN7638143,08:30:20,08:31:20,U. Radha Singh,KEM
4,829,OET6760066,10:41:31,10:43:31,O. Ravi Verma,LAG
7,1334,WZP9013374,13:52:03,13:54:03,K. Divya Yadav,VUN
1,7,YPI2026086,15:44:56,15:45:56,Q. Lakshmi Kumar,TIL
7,1359,JNF2095474,09:51:37,09:52:37,V. Priya Babu,LAG
5,1025,RMY9104057,08:43:01,08:46:01,D. Manoj Joshi,QOP
7,1337,HEW2383163,10:55:11,10:57:11,V. Priya Babu,LAG
8,1483,MVQ1959060,10:10:43,10:12:43,N. Vijay Das,VUN
1,325,CVV6980181,16:26:30,16:27:30,Q. Lakshmi Kumar,TIL
4,996,XUC8876262,14:41:05,14:43:05,K. Rahul Sharma,MEX
2,501,KFR7013494,16:31:50,16:33:50,Z. Manoj Sharma,VUN
8,1485,PMJ6210372,14:53:23,14:54:23,V. Sita Naidu,KEM
5,1112,YXM1714234,16:07:56,16:09:56,T. Lakshmi Verma,TIL
6,1229,JID0535898,12:50:39,12:53:39,B. Lakshmi Naidu,RYX
1,228,JAD3778721,09:00:49,09:03:49,D. Kavya Das,RYX
1,281,ULV0136853,15:39:27,15:40:27,D. Kavya Das,RYX
8,1474,XID8500411,16:17:19,16:20:19,N. Kiran Babu,WUF
3,694,OIB8973430,10:23:18,10:25:18,B. Vikram Sharma,VUN
5,1117,YFR4769018,08:02:41,08:03:41,D. Manoj Joshi,QOP
5,1025,ZQB1883883,13:03:19,13:06:19,B. Vikram Babu,ZAR
1,187,BRK7566063,08:15:56,08:17:56,D. Kavya Das,RYX
8,1416,ZGP7687064,11:07:37,11:09:37,N. Vijay Das,VUN
4,932,ATO4597961,14:16:22,14:17:22,U. Anil Babu,QOP
4,999,JGK3304221,08:09:20,08:11:20,U. Anil Babu,QOP
4,1012,TFJ8196641,09:54:51,09:56:51,O. Ravi Verma,LAG
1,243,ETI0120498,12:23:22,12:25:22,M. Arun Singh,MEX
4,922,SZV4672395,16:43:49,16:45:49,U. Anil Babu,QOP
3,585,NGZ5022479,11:25:54,11:28:54,E. Latha Yadav,ZAR
8,1393,EPZ0449156,16:40:54,16:43:54,N. Kiran Babu,WUF
6,1201,OCB3481033,12:23:54,12:24:54,U. Sanjay Yadav,BIR
1,72,CIH6231066,12:56:19,12:57:19,U. Anil Kumar,ZAR
1,10,PNS0799084,13:27:54,13:28:54,M. Arun Singh,MEX
2,471,JRN1422569,16:31:36,16:32:36,Z. Manoj Sharma,VUN
8,1479,DLH9752916,15:10:34,15:11:34,V. Sita Naidu,KEM
8,1453,DRB1841386,15:20:38,15:21:38,Q. Kavya Naidu,ZAR
3,685,DPF8430148,16:44:38,16:47:38,E. Latha Yadav,ZAR
5,1083,QSO1563498,14:17:34,14:18:34,D. Manoj Joshi,QOP
4,1011,FOL7758046,16:16:42,16:17:42,K. Rahul Sharma,MEX
8,1426,MPA5601881,12:55:09,12:58:09,Q. Kavya Naidu,ZAR
1,1,HJR3447416,10:34:38,10:35:38,U. Anil Kumar,ZAR
2,545,LVR1761858,15:26:13,15:28:13,A. Priya Babu,WUF
3,651,QRC8554874,15:08:34,15:09:34,E. Meena Das,LAG
4,841,VGZ7662616,12:10:01,12:11:01,K. Rahul Sharma,MEX
4,847,MRB9901312,14:33:32,14:35:32,Q. Radha Yadav,VUN
1,141,GIC0330862,10:17:11,10:18:11,D. Kavya Das,RYX
2,496,DQZ7635711,14:02:37,14:03:37,Z. Manoj Sharma,VUN
1,174,NTZ3672211,08:14:09,08:15:09,M. Arun Singh,MEX
5,1088,GXI8059331,08:18:42,08:20:42,T. Lakshmi Verma,TIL
8,1381,RXG7542623,12:25:49,12:28:49,N. Kiran Babu,WUF
4,979,PTZ6680477,12:36:42,12:39:42,Q. Radha Yadav,VUN
3,780,GKX3696759,11:27:52,11:29:52,B. Vikram Sharma,VUN
1,280,QLZ3457735,13:29:16,13:31:16,D. Kavya Das,RYX
1,257,TDX0897040,10:31:27,10:33:27,U. Anil Kumar,ZAR
3,681,BVA8051867,12:27:44,12:29:44,E. Latha Yadav,ZAR
2,464,SPS1311422,12:37:24,12:38:24,Z. Manoj Sharma,VUN
1,96,NMR4043747,13:23:11,13:26:11,M. Arun Singh,MEX
3,637,KIO1599909,08:50:22,08:52:22,NOTA,NOTA
2,443,CSK0093443,16:25:01,16:27:01,Z. Manoj Sharma,VUN
3,687,MEA6856193,08:55:58,08:56:58,A. Rahul Verma,MEX
3,609,IXC5842008,12:20:23,12:23:23,E. Latha Yadav,ZAR
6,1239,NVI5731967,14:32:02,14:34:02,U. Sanjay Yadav,BIR
3,741,KLN1117001,16:10:57,16:11:57,E. Meena Das,LAG
1,24,CUX8889464,09:46:43,09:48:43,Q. Lakshmi Kumar,TIL
8,1504,UKR5998207,16:03:45,16:06:45,Q. Kavya Naidu,ZAR
3,746,NXU6254852,12:30:31,12:32:31,E. Latha Yadav,ZAR
3,632,JFM0861092,16:55:05,16:56:05,B. Vikram Sharma,VUN
1,238,TRE5808636,11:50:19,11:51:19,M. Arun Singh,MEX
8,1427,IOM4986333,15:01:05,15:03:05,N. Kiran Babu,WUF
2,359,DYY2624250,12:26:33,12:29:33,Z. Manoj Sharma,VUN
8,1514,JBQ7565014,08:44:38,08:46:38,N. Vijay Das,VUN
1,240,DVX6095441,14:58:28,15:00:28,U. Anil Kumar,ZAR
4,881,KVH5887499,15:09:40,15:12:40,U. Anil Babu,QOP
6,1223,ZBY6531817,15:25:12,15:26:12,B. Lakshmi Naidu,RYX
4,950,CNK6191270,10:01:24,10:04:24,U. Anil Babu,QOP
1,335,ZOA9831043,15:36:46,15:38:46,Q. Lakshmi Kumar,TIL
5,1122,VTB0181465,09:44:45,09:46:45,T. Lakshmi Verma,TIL
5,1083,AFN8401079,15:42:17,15:45:17,T. Lakshmi Verma,TIL
5,1085,UKN4289807,11:26:00,11:29:00,T. Lakshmi Verma,TIL
3,774,BYK1775132,16:15:21,16:16:21,E. Latha Yadav,ZAR
2,540,RQH8796800,13:52:11,13:55:11,A. Priya Babu,WUF
2,559,IMN4006836,08:27:27,08:28:27,G. Priya Babu,NOD
4,876,YMO3390601,15:56:48,15:59:48,O. Ravi Verma,LAG
4,831,BSK5090331,09:57:18,09:59:18,U. Anil Babu,QOP
4,827,RXH2643026,16:25:21,16:27:21,O. Ravi Verma,LAG
5,1046,EQI1824177,15:29:06,15:32:06,T. Lakshmi Verma,TIL
6,1247,RHT5268758,13:31:11,13:32:11,U. Radha Singh,KEM
1,292,TIS0403356,09:15:52,09:18:52,Q. Lakshmi Kumar,TIL
4,887,GAM8175473,12:23:39,12:24:39,K. Rahul Sharma,MEX
4,884,DNR9898719,08:30:26,08:33:26,O. Ravi Verma,LAG
7,1338,FZY4066060,13:08:15,13:09:15,V. Priya Babu,LAG
1,188,ILC4158452,13:18:06,13:19:06,U. Anil Kumar,ZAR
6,1226,CRA9903758,12:56:03,12:58:03,D. Vikram Joshi,MEX
4,921,PIW0196095,16:40:21,16:42:21,K. Rahul Sharma,MEX
6,1185,INA1750563,15:29:22,15:32:22,B. Lakshmi Naidu,RYX
1,264,MPJ0073714,16:42:51,16:45:51,M. Arun Singh,MEX
8,1527,OOF1684892,10:26:59,10:29:59,V. Sita Naidu,KEM
1,179,RWJ9481968,09:48:38,09:51:38,D. Kavya Das,RYX
2,541,BIB9357713,10:12:35,10:14:35,G. Priya Babu,NOD
8,1398,PFT2145628,09:36:06,09:38:06,N. Vijay Das,VUN
3,785,TME4286707,16:34:22,16:37:22,E. Meena Das,LAG
1,184,CIB8711917,11:59:25,12:01:25,D. Kavya Das,RYX
5,1036,GMB4303275,13:23:24,13:24:24,D. Manoj Joshi,QOP
1,95,HYU3657533,10:32:49,10:35:49,U. Anil Kumar,ZAR
2,440,LQM8430696,11:46:20,11:49:20,Z. Manoj Sharma,VUN
6,1163,AEI5625160,12:15:10,12:17:10,B. Lakshmi Naidu,RYX
4,799,RIG0183394,15:43:53,15:45:53,U. Anil Babu,QOP
2,499,HTE3125176,16:18:40,16:21:40,G. Priya Babu,NOD
1,307,ILS8776730,08:32:10,08:34:10,D. Kavya Das,RYX
8,1458,EZW9020424,09:46:11,09:49:11,V. Sita Naidu,KEM
4,829,PIZ0293658,09:56:40,09:58:40,Q. Radha Yadav,VUN
3,767,XXF0202951,15:31:46,15:32:46,E. Latha Yadav,ZAR
5,1062,NLP0266453,14:42:33,14:44:33,B. Vikram Babu,ZAR
8,1416,OKC7964842,13:09:49,13:12:49,N. Kiran Babu,WUF
6,1223,ISK4701668,08:23:48,08:25:48,U. Sanjay Yadav,BIR
4,952,GJC3131365,15:09:15,15:12:15,U. Anil Babu,QOP
8,1528,TXA4965692,11:46:22,11:49:22,N. Kiran Babu,WUF
3,716,XCB2687761,09:36:57,09:39:57,A. Rahul Verma,MEX
2,447,JJA2858346,10:48:30,10:51:30,Z. Manoj Sharma,VUN
5,1060,TRV2948093,11:24:13,11:26:13,B. Vikram Babu,ZAR
2,577,CAT2667745,13:15:18,13:16:18,Z. Manoj Sharma,VUN
4,1013,QBN7781663,14:47:08,14:50:08,U. Anil Babu,QOP
8,1525,KJN8645856,14:38:25,14:40:25,N. Kiran Babu,WUF
2,488,IFD3647637,16:13:03,16:15:03,G. Priya Babu,NOD
1,160,YRS5766207,16:11:58,16:12:58,Q. Lakshmi Kumar,TIL
1,62,GRA8634628,09:06:35,09:09:35,D. Kavya Das,RYX
2,516,GSG1728536,09:31:11,09:33:11,A. Priya Babu,WUF
4,959,KXD0159106,14:31:58,14:33:58,O. Ravi Verma,LAG
2,380,XRS5156279,12:34:15,12:35:15,A. Priya Babu,WUF
3,738,DSD2039556,09:15:09,09:18:09,B. Vikram Sharma,VUN
2,569,FPA4359327,08:39:22,08:42:22,A. Priya Babu,WUF
4,874,NIO1340944,12:42:15,12:44:15,O. Ravi Verma,LAG
4,894,TPM5285185,11:03:24,11:05:24,U. Anil Babu,QOP
4,956,FDC1524558,10:23:25,10:26:25,U. Anil Babu,QOP
8,1465,JZR1034915,15:51:45,15:52:45,V. Sita Naidu,KEM
4,977,UMS4674016,16:38:30,16:41:30,O. Ravi Verma,LAG
3,739,YOH5271513,11:03:45,11:05:45,A. Rahul Verma,MEX
1,337,IZM3059788,08:33:19,08:35:19,Q. Lakshmi Kumar,TIL
2,448,RUD2701201,11:03:47,11:06:47,A. Priya Babu,WUF
4,928,LOA9449331,16:35:18,16:37:18,U. Anil Babu,QOP
2,437,UDP9419722,16:59:25,17:01:25,A. Priya Babu,WUF
1,84,LLF8532442,12:22:45,12:23:45,U. Anil Kumar,ZAR
3,789,CBP2176428,11:13:04,11:15:04,A. Rahul Verma,MEX
8,1438,NWS9453099,13:36:55,13:37:55,V. Sita Naidu,KEM
3,724,NUQ4834883,15:59:42,16:00:42,A. Rahul Verma,MEX
4,992,VDX9185480,16:27:37,16:28:37,U. Anil Babu,QOP
3,683,LXC1043916,09:04:19,09:07:19,A. Rahul Verma,MEX
4,944,TFN3513651,12:40:22,12:43:22,K. Rahul Sharma,MEX
2,451,UQN4785634,10:17:14,10:20:14,A. Priya Babu,WUF
1,131,IEM1191956,08:16:27,08:17:27,U. Anil Kumar,ZAR
4,1016,LIG5136676,13:16:46,13:19:46,O. Ravi Verma,LAG
6,1172,LRB2051813,10:33:25,10:36:25,U. Radha Singh,KEM
4,869,INM5472298,15:16:49,15:17:49,Q. Radha Yadav,VUN
4,1004,IRG5994183,15:50:26,15:51:26,Q. Radha Yadav,VUN
6,1171,GOA2831201,14:06:09,14:08:09,D. Vikram Joshi,MEX
8,1459,POP4944655,10:25:11,10:26:11,N. Kiran Babu,WUF
7,1327,TBA4307892,16:12:52,16:14:52,C. Latha Singh,BIR
3,582,YBL1026877,12:48:04,12:49:04,A. Rahul Verma,MEX
6,1237,GZP0035424,13:11:10,13:13:10,B. Lakshmi Naidu,RYX
4,885,ZVL5635494,13:00:35,13:02:35,Q. Radha Yadav,VUN
1,120,LPE8365962,09:04:28,09:07:28,D. Kavya Das,RYX
2,352,LSS9306217,16:47:26,16:50:26,A. Priya Babu,WUF
6,1165,IUS7712208,15:03:05,15:04:05,B. Lakshmi Naidu,RYX
3,709,UDB4646959,08:36:46,08:38:46,B. Vikram Sharma,VUN
1,273,BQT8702211,15:06:42,15:07:42,U. Anil Kumar,ZAR
4,883,ACC5497079,14:55:36,14:58:36,O. Ravi Verma,LAG
4,936,DCY5513099,12:08:33,12:11:33,Q. Radha Yadav,VUN
2,536,YEE5543052,15:34:10,15:36:10,Z. Manoj Sharma,VUN
4,920,PLK3418938,16:01:00,16:02:00,K. Rahul Sharma,MEX
2,485,KQO9338574,08:26:44,08:28:44,Z. Manoj Sharma,VUN
4,830,YZP5774272,14:50:27,14:51:27,K. Rahul Sharma,MEX
1,198,QOY8673646,11:01:48,11:02:48,M. Arun Singh,MEX
2,362,GDI6601355,16:40:26,16:43:26,Z. Manoj Sharma,VUN
4,836,SEP8028044,14:51:00,14:52:00,Q. Radha Yadav,VUN
1,158,AMJ3093226,13:35:55,13:37:55,D. Kavya Das,RYX
1,166,ANC6653342,10:43:54,10:45:54,M. Arun Singh,MEX
7,1335,EHL8720394,13:49:37,13:51:37,K. Divya Yadav,VUN
4,992,GRA1706293,08:39:55,08:41:55,U. Anil Babu,QOP
