CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
2,511,MPA5601881,12:11:34,12:12:34,N. Ravi Singh,QOP
4,872,HJR3447416,10:27:26,10:29:26,W. Vijay Babu,WUF
1,70,LVR1761858,14:24:07,14:25:07,Y. Sneha Kumar,ZAR
4,922,QRC8554874,11:33:57,11:34:57,W. Vijay Babu,WUF
8,1389,VGZ7662616,09:56:59,09:58:59,B. Latha Reddy,ZAR
7,1358,MRB9901312,14:22:21,14:23:21,R. Kavya Yadav,LAG
7,1313,GIC0330862,09:47:52,09:50:52,R. Kavya Yadav,LAG
1,154,DQZ7635711,11:54:47,11:57:47,V. Priya Reddy,LAG
7,1326,NTZ3672211,12:09:05,12:11:05,R. Kavya Yadav,LAG
4,870,GXI8059331,15:20:32,15:21:32,W. Vijay Babu,WUF
4,833,RXG7542623,15:59:42,16:01:42,H. Divya Yadav,VUN
7,1351,PTZ6680477,16:37:29,16:38:29,L. Anil Yadav,KEM
3,659,GKX3696759,14:10:48,14:13:48,Y. Suresh Sharma,TIL
2,504,QLZ3457735,14:09:02,14:11:02,Z. Sanjay Yadav,LAG
7,1305,TDX0897040,12:53:52,12:55:52,K. Meena Babu,VUN
5,1099,BVA8051867,11:49:38,11:50:38,M. Arun Yadav,ZAR
2,417,SPS1311422,12:39:14,12:40:14,Z. Sanjay Yadav,LAG
1,287,NMR4043747,16:22:10,16:23:10,V. Priya Reddy,LAG
2,384,KIO1599909,14:29:12,14:30:12,N. Ravi Singh,QOP
4,973,CSK0093443,10:58:41,11:00:41,NOTA,NOTA
3,739,MEA6856193,13:14:48,13:16:48,T. Priya Naidu,MEX
5,1057,IXC5842008,15:56:39,15:58:39,O. Arun Verma,TIL
2,548,NVI5731967,16:33:10,16:34:10,T. Rahul Singh,MEX
7,1345,KLN1117001,11:01:51,11:04:51,A. Anil Reddy,BIR
2,420,CUX8889464,13:05:14,13:06:14,Z. Sanjay Yadav,LAG
2,512,UKR5998207,12:39:11,12:41:11,W. Rahul Reddy,VUN
1,189,NXU6254852,14:31:11,14:32:11,V. Priya Reddy,LAG
3,769,JFM0861092,15:26:04,15:27:04,T. Priya Naidu,MEX
5,1051,TRE5808636,11:03:59,11:05:59,C. Latha Reddy,QOP
5,1079,IOM4986333,15:53:38,15:56:38,C. Latha Reddy,QOP
8,1412,DYY2624250,13:20:13,13:21:13,U. Arun Singh,KEM
1,205,JBQ7565014,09:27:04,09:30:04,D. Rahul Singh,VUN
2,469,DVX6095441,08:05:25,08:07:25,N. Ravi Singh,QOP
2,537,KVH5887499,10:40:34,10:43:34,W. Rahul Reddy,VUN
1,63,ZBY6531817,10:13:36,10:16:36,C. Suresh Naidu,MEX
4,904,CNK6191270,09:34:24,09:37:24,H. Divya Yadav,VUN
1,192,ZOA9831043,16:41:43,16:42:43,C. Suresh Naidu,MEX
7,1346,VTB0181465,09:18:41,09:21:41,L. Anil Yadav,KEM
1,74,AFN8401079,12:58:50,12:59:50,Y. Sneha Kumar,ZAR
1,285,UKN4289807,14:54:22,14:55:22,D. Rahul Singh,VUN
1,50,BYK1775132,16:52:42,16:54:42,V. Priya Reddy,LAG
6,1199,RQH8796800,12:25:23,12:26:23,Z. Latha Reddy,RYX
2,378,IMN4006836,14:14:11,14:15:11,W. Rahul Reddy,VUN
3,717,YMO3390601,09:03:25,09:04:25,Y. Suresh Sharma,TIL
4,820,BSK5090331,12:22:01,12:25:01,C. Suresh Singh,NOD
1,183,RXH2643026,16:35:05,16:38:05,C. Suresh Naidu,MEX
2,505,EQI1824177,08:15:30,08:17:30,W. Rahul Reddy,VUN
8,1460,RHT5268758,11:45:56,11:46:56,X. Sanjay Singh,WUF
7,1329,TIS0403356,08:06:40,08:07:40,L. Anil Yadav,KEM
5,1065,GAM8175473,11:18:37,11:20:37,O. Arun Verma,TIL
4,990,DNR9898719,16:10:17,16:12:17,W. Vijay Babu,WUF
2,486,FZY4066060,12:15:52,12:18:52,T. Rahul Singh,MEX
2,450,ILC4158452,11:54:11,11:56:11,T. Rahul Singh,MEX
2,391,CRA9903758,12:25:57,12:28:57,N. Ravi Singh,QOP
1,113,PIW0196095,15:16:08,15:17:08,V. Priya Reddy,LAG
3,718,INA1750563,10:25:43,10:28:43,R. Rahul Babu,ZAR
7,1378,MPJ0073714,11:25:16,11:27:16,R. Kavya Yadav,LAG
4,828,OOF1684892,12:51:25,12:53:25,W. Vijay Babu,WUF
7,1301,RWJ9481968,09:28:13,09:29:13,R. Kavya Yadav,LAG
2,466,BIB9357713,16:38:18,16:39:18,T. Rahul Singh,MEX
1,274,PFT2145628,10:01:19,10:02:19,Y. Sneha Kumar,ZAR
7,1309,TME4286707,10:15:25,10:18:25,L. Anil Yadav,KEM
4,799,CIB8711917,13:03:00,13:04:00,W. Vijay Babu,WUF
3,671,GMB4303275,15:26:50,15:29:50,R. Rahul Babu,ZAR
3,652,HYU3657533,14:19:17,14:22:17,R. Rahul Babu,ZAR
1,319,LQM8430696,08:21:17,08:22:17,C. Suresh Naidu,MEX
7,1340,AEI5625160,16:17:58,16:18:58,R. Kavya Yadav,LAG
7,1257,RIG0183394,12:16:40,12:19:40,R. Kavya Yadav,LAG
3,609,HTE3125176,08:43:30,08:45:30,R. Rahul Babu,ZAR
4,893,ILS8776730,09:25:54,09:26:54,H. Divya Yadav,VUN
2,380,EZW9020424,12:12:15,12:14:15,Z. Sanjay Yadav,LAG
8,1415,PIZ0293658,09:31:16,09:33:16,B. Latha Reddy,ZAR
4,866,XXF0202951,09:12:51,09:15:51,C. Suresh Singh,NOD
2,422,NLP0266453,09:42:43,09:45:43,W. Rahul Reddy,VUN
1,65,OKC7964842,15:57:46,16:00:46,Y. Sneha Kumar,ZAR
5,1065,ISK4701668,09:25:56,09:27:56,O. Arun Verma,TIL
6,1156,GJC3131365,13:39:56,13:42:56,A. Manoj Naidu,KEM
4,1017,TXA4965692,14:47:36,14:50:36,C. Suresh Singh,NOD
2,357,XCB2687761,11:51:05,11:52:05,Z. Sanjay Yadav,LAG
3,727,JJA2858346,08:06:41,08:08:41,T. Priya Naidu,MEX
1,188,TRV2948093,08:40:51,08:41:51,V. Priya Reddy,LAG
8,1402,CAT2667745,12:48:02,12:50:02,U. Arun Singh,KEM
1,9,QBN7781663,15:34:27,15:37:27,Y. Sneha Kumar,ZAR
1,209,KJN8645856,13:10:15,13:12:15,V. Priya Reddy,LAG
7,1345,IFD3647637,09:00:51,09:02:51,R. Kavya Yadav,LAG
2,425,YRS5766207,16:25:40,16:26:40,T. Rahul Singh,MEX
3,650,GRA8634628,11:37:05,11:38:05,R. Rahul Babu,ZAR
4,936,GSG1728536,09:01:14,09:03:14,C. Suresh Singh,NOD
2,423,KXD0159106,14:49:55,14:52:55,T. Rahul Singh,MEX
2,514,XRS5156279,11:58:22,12:01:22,N. Ravi Singh,QOP
1,218,DSD2039556,10:31:26,10:33:26,Y. Sneha Kumar,ZAR
2,398,FPA4359327,15:36:25,15:39:25,N. Ravi Singh,QOP
2,528,NIO1340944,10:00:23,10:03:23,W. Rahul Reddy,VUN
1,187,TPM5285185,08:20:25,08:23:25,V. Priya Reddy,LAG
2,428,FDC1524558,12:48:51,12:51:51,Z. Sanjay Yadav,LAG
4,918,JZR1034915,09:50:08,09:52:08,C. Suresh Singh,NOD
3,744,UMS4674016,13:34:57,13:35:57,Y. Suresh Sharma,TIL
2,552,YOH5271513,14:04:07,14:07:07,W. Rahul Reddy,VUN
8,1428,IZM3059788,10:31:38,10:33:38,U. Arun Singh,KEM
5,1048,RUD2701201,16:31:26,16:32:26,M. Arun Yadav,ZAR
3,673,LOA9449331,10:08:02,10:11:02,Y. Suresh Sharma,TIL
8,1505,UDP9419722,16:43:11,16:45:11,X. Sanjay Singh,WUF
3,760,LLF8532442,15:20:51,15:22:51,S. Kavya Joshi,RYX
1,317,CBP2176428,09:02:41,09:03:41,V. Priya Reddy,LAG
3,772,NWS9453099,14:22:04,14:25:04,T. Priya Naidu,MEX
8,1422,NUQ4834883,11:59:56,12:02:56,B. Latha Reddy,ZAR
3,608,VDX9185480,14:04:36,14:05:36,Y. Suresh Sharma,TIL
2,497,LXC1043916,08:53:51,08:56:51,Z. Sanjay Yadav,LAG
8,1469,TFN3513651,16:50:19,16:51:19,B. Latha Reddy,ZAR
7,1255,UQN4785634,08:42:14,08:44:14,L. Anil Yadav,KEM
2,468,IEM1191956,08:14:40,08:16:40,N. Ravi Singh,QOP
5,1083,LIG5136676,14:23:19,14:24:19,O. Arun Verma,TIL
2,398,LRB2051813,14:38:00,14:41:00,W. Rahul Reddy,VUN
2,463,INM5472298,10:14:58,10:15:58,Z. Sanjay Yadav,LAG
4,889,IRG5994183,11:44:18,11:47:18,H. Divya Yadav,VUN
1,72,GOA2831201,09:09:18,09:12:18,V. Priya Reddy,LAG
1,100,POP4944655,12:05:55,12:07:55,Y. Sneha Kumar,ZAR
8,1527,TBA4307892,13:41:40,13:43:40,U. Arun Singh,KEM
4,883,YBL1026877,09:57:41,10:00:41,H. Divya Yadav,VUN
4,996,GZP0035424,14:30:24,14:31:24,H. Divya Yadav,VUN
8,1381,ZVL5635494,08:16:49,08:18:49,U. Arun Singh,KEM
7,1283,LPE8365962,15:50:31,15:53:31,L. Anil Yadav,KEM
4,821,LSS9306217,09:44:43,09:46:43,NOTA,NOTA
4,894,IUS7712208,13:41:24,13:43:24,C. Suresh Singh,NOD
1,137,UDB4646959,12:25:40,12:26:40,Y. Sneha Kumar,ZAR
4,858,BQT8702211,16:26:31,16:28:31,H. Divya Yadav,VUN
8,1395,ACC5497079,12:43:00,12:46:00,X. Sanjay Singh,WUF
1,57,DCY5513099,08:24:21,08:26:21,Y. Sneha Kumar,ZAR
4,795,YEE5543052,10:53:06,10:55:06,C. Suresh Singh,NOD
5,1083,PLK3418938,12:58:33,13:00:33,C. Latha Reddy,QOP
1,288,KQO9338574,11:19:16,11:21:16,C. Suresh Naidu,MEX
8,1410,YZP5774272,11:11:04,11:14:04,U. Arun Singh,KEM
4,973,QOY8673646,12:04:54,12:06:54,H. Divya Yadav,VUN
2,575,GDI6601355,08:38:09,08:39:09,W. Rahul Reddy,VUN
6,1178,SEP8028044,08:09:01,08:12:01,A. Manoj Naidu,KEM
2,561,AMJ3093226,10:44:06,10:47:06,Z. Sanjay Yadav,LAG
5,1108,ANC6653342,10:40:37,10:43:37,M. Arun Yadav,ZAR
1,288,EHL8720394,16:15:35,16:16:35,D. Rahul Singh,VUN
4,873,GRA1706293,11:11:20,11:13:20,C. Suresh Singh,NOD
3,757,BEG0894443,09:46:14,09:48:14,R. Rahul Babu,ZAR
5,1119,UKC2412665,08:52:56,08:53:56,O. Arun Verma,TIL
2,462,LNQ5278798,16:34:41,16:36:41,Z. Sanjay Yadav,LAG
2,396,FBR4057947,12:30:04,12:33:04,N. Ravi Singh,QOP
2,392,RTO4872274,09:15:00,09:16:00,N. Ravi Singh,QOP
2,362,KPZ8910979,13:22:53,13:25:53,Z. Sanjay Yadav,LAG
1,252,YWM7816930,09:40:29,09:41:29,Y. Sneha Kumar,ZAR
8,1474,SMR8401689,10:31:53,10:34:53,U. Arun Singh,KEM
5,1055,TYQ7786770,11:27:56,11:28:56,M. Arun Yadav,ZAR
2,467,EBI9317726,09:20:25,09:23:25,Z. Sanjay Yadav,LAG
2,411,DCB2974326,14:01:17,14:03:17,W. Rahul Reddy,VUN
1,264,SVU3678399,16:01:35,16:04:35,Y. Sneha Kumar,ZAR
2,380,NOP2280319,16:27:36,16:30:36,N. Ravi Singh,QOP
5,1021,SQW9827541,08:41:48,08:42:48,O. Arun Verma,TIL
2,376,VJY4474333,16:49:18,16:50:18,Z. Sanjay Yadav,LAG
1,87,ECP4822671,15:24:43,15:26:43,V. Priya Reddy,LAG
8,1436,NXY0877776,12:19:50,12:20:50,B. Latha Reddy,ZAR
2,473,YSF5624216,08:23:42,08:26:42,N. Ravi Singh,QOP
1,328,GSZ2973281,12:21:36,12:24:36,Y. Sneha Kumar,ZAR
1,88,QIY5541383,08:23:39,08:25:39,V. Priya Reddy,LAG
2,453,YEZ5710837,16:39:31,16:40:31,N. Ravi Singh,QOP
4,968,JCC1840169,09:36:24,09:38:24,C. Suresh Singh,NOD
1,318,FNN3482597,16:31:04,16:34:04,V. Priya Reddy,LAG
8,1382,DZT4100569,16:32:49,16:34:49,B. Latha Reddy,ZAR
1,301,NMV0851912,09:55:46,09:57:46,V. Priya Reddy,LAG
7,1266,HBK8368161,14:29:08,14:30:08,L. Anil Yadav,KEM
7,1320,YCD9551496,16:42:25,16:45:25,A. Anil Reddy,BIR
3,703,GSL9903744,16:38:57,16:39:57,R. Rahul Babu,ZAR
8,1428,WLO3699695,08:14:44,08:16:44,B. Latha Reddy,ZAR
5,1087,ZOP2515686,12:34:30,12:37:30,O. Arun Verma,TIL
8,1442,PYT3144746,10:53:37,10:56:37,U. Anjali Yadav,VUN
6,1204,CNQ8054565,13:46:35,13:48:35,Z. Latha Reddy,RYX
5,1064,VCJ5967755,11:10:10,11:13:10,O. Arun Verma,TIL
4,975,IOG8535850,14:23:50,14:24:50,H. Divya Yadav,VUN
8,1386,UWM1678986,12:07:15,12:08:15,B. Latha Reddy,ZAR
1,194,NRZ9379696,15:30:03,15:31:03,V. Priya Reddy,LAG
8,1489,WCM1999956,10:56:21,10:58:21,X. Sanjay Singh,WUF
1,109,UZQ7416350,11:19:04,11:20:04,V. Priya Reddy,LAG
3,783,VDY9302259,13:25:01,13:27:01,T. Priya Naidu,MEX
1,330,QQY2824868,12:05:48,12:08:48,V. Priya Reddy,LAG
4,804,CCP3502742,10:02:43,10:04:43,C. Suresh Singh,NOD
6,1131,FGT7002324,14:40:15,14:42:15,A. Manoj Naidu,KEM
4,848,XYB1168700,10:47:09,10:49:09,H. Divya Yadav,VUN
4,987,KNG0181463,14:20:49,14:23:49,C. Suresh Singh,NOD
2,412,ZOD6195776,12:38:08,12:40:08,Z. Sanjay Yadav,LAG
8,1459,HIS1646523,09:22:22,09:23:22,B. Latha Reddy,ZAR
5,1128,QBO0647930,08:01:00,08:04:00,O. Arun Verma,TIL
4,903,EXD8300237,10:55:01,10:58:01,H. Divya Yadav,VUN
1,236,MFI6173338,12:04:03,12:05:03,D. Rahul Singh,VUN
3,697,YVA1270804,16:45:59,16:46:59,R. Rahul Babu,ZAR
4,910,MTY6323935,09:25:44,09:28:44,W. Vijay Babu,WUF
2,457,NCK9213337,16:57:44,17:00:44,N. Ravi Singh,QOP
3,588,BOD0436240,13:08:38,13:10:38,Y. Suresh Sharma,TIL
4,954,TBI7173581,09:38:10,09:39:10,H. Divya Yadav,VUN
7,1370,MKL4281539,11:39:40,11:41:40,L. Anil Yadav,KEM
8,1474,TJX3423850,13:02:52,13:05:52,U. Anjali Yadav,VUN
8,1455,MCD2581950,14:01:05,14:02:05,X. Sanjay Singh,WUF
3,583,KFV6831779,14:12:21,14:15:21,S. Kavya Joshi,RYX
4,958,BBW6320175,09:42:15,09:43:15,H. Divya Yadav,VUN
2,498,UJD0302526,14:08:41,14:10:41,N. Ravi Singh,QOP
3,667,OYX6434621,13:06:56,13:08:56,S. Kavya Joshi,RYX
8,1395,HKT2765833,14:53:10,14:54:10,B. Latha Reddy,ZAR
3,744,GFC1424476,12:44:57,12:45:57,T. Priya Naidu,MEX
1,241,UQO0577286,09:02:51,09:03:51,C. Suresh Naidu,MEX
2,573,TEO8677714,10:58:39,11:00:39,T. Rahul Singh,MEX
4,915,CTE0854176,11:34:17,11:36:17,W. Vijay Babu,WUF
3,592,CMK4768249,14:12:37,14:15:37,T. Priya Naidu,MEX
1,242,QLK0300385,12:31:22,12:34:22,C. Suresh Naidu,MEX
6,1219,JLF7010276,09:21:41,09:23:41,A. Lakshmi Sharma,BIR
7,1353,XCN8446105,11:53:27,11:55:27,K. Meena Babu,VUN
2,368,FGA9501739,12:13:29,12:15:29,N. Ravi Singh,QOP
7,1298,SRC4997089,11:03:35,11:04:35,R. Kavya Yadav,LAG
5,1099,VXD2396299,10:03:22,10:04:22,M. Arun Yadav,ZAR
6,1166,ZTX7187261,08:56:15,08:57:15,A. Manoj Naidu,KEM
7,1343,OTQ5757649,10:06:01,10:09:01,K. Meena Babu,VUN
4,1000,CZH0456303,14:07:47,14:09:47,H. Divya Yadav,VUN
3,593,XZS9353868,13:49:52,13:51:52,Y. Suresh Sharma,TIL
1,227,PQQ5080571,08:20:59,08:23:59,V. Priya Reddy,LAG
5,1125,AAF1594080,15:14:31,15:15:31,C. Latha Reddy,QOP
3,634,CHS8018597,15:52:42,15:54:42,Y. Suresh Sharma,TIL
1,280,TVO7547891,11:00:03,11:03:03,D. Rahul Singh,VUN
6,1235,CSL1204490,16:39:20,16:42:20,K. Anil Das,MEX
7,1376,ITT3443909,14:55:11,14:56:11,R. Kavya Yadav,LAG
3,601,VXR7903338,14:00:36,14:01:36,Y. Suresh Sharma,TIL
3,650,SAF8711056,16:47:16,16:49:16,R. Rahul Babu,ZAR
2,450,TDT0797110,10:48:40,10:51:40,N. Ravi Singh,QOP
2,516,SWK1741558,12:44:09,12:45:09,N. Ravi Singh,QOP
4,856,ZAP1353111,12:52:05,12:54:05,H. Divya Yadav,VUN
3,783,EFT1216274,10:56:03,10:59:03,T. Priya Naidu,MEX
4,948,JYR0879672,16:00:11,16:01:11,C. Suresh Singh,NOD
7,1274,DUM2044161,12:48:47,12:50:47,K. Meena Babu,VUN
2,450,DDD0847035,08:00:58,08:02:58,Z. Sanjay Yadav,LAG
2,544,LCD1397845,11:29:53,11:30:53,T. Rahul Singh,MEX
4,1018,JLZ2026266,10:21:53,10:24:53,W. Vijay Babu,WUF
1,297,CJT3617428,16:06:04,16:08:04,C. Suresh Naidu,MEX
2,538,HAQ6078348,15:12:28,15:13:28,W. Rahul Reddy,VUN
7,1327,TSO7694333,13:04:10,13:05:10,L. Anil Yadav,KEM
7,1257,ULZ4384913,14:32:46,14:33:46,A. Anil Reddy,BIR
1,11,YUY9318325,12:20:36,12:21:36,D. Rahul Singh,VUN
7,1330,QNU4227789,15:45:17,15:48:17,L. Anil Yadav,KEM
3,620,OIY5782383,11:09:51,11:12:51,Y. Suresh Sharma,TIL
6,1144,SUU1425208,08:03:17,08:05:17,Z. Latha Reddy,RYX
1,25,GFG6496723,16:35:43,16:36:43,V. Priya Reddy,LAG
4,955,PRK6526876,15:10:38,15:12:38,C. Suresh Singh,NOD
7,1257,JSD4946105,15:10:52,15:13:52,A. Anil Reddy,BIR
2,447,RJS3772733,13:58:16,14:00:16,T. Rahul Singh,MEX
4,971,KGI5033472,10:11:57,10:14:57,C. Suresh Singh,NOD
1,166,XIN7538888,10:55:38,10:57:38,C. Suresh Naidu,MEX
5,1123,UVA3024651,14:52:14,14:54:14,O. Arun Verma,TIL
4,1020,WLX1412356,12:46:51,12:48:51,C. Suresh Singh,NOD
3,769,OII1496138,09:05:57,09:07:57,R. Rahul Babu,ZAR
4,986,IWX8427033,11:37:10,11:40:10,C. Suresh Singh,NOD
3,595,KBK8960646,14:54:56,14:56:56,R. Rahul Babu,ZAR
4,990,GHN0846643,08:57:32,08:59:32,H. Divya Yadav,VUN
1,235,MRN0552771,08:41:56,08:44:56,V. Priya Reddy,LAG
5,1101,ERH6227989,12:21:29,12:24:29,M. Arun Yadav,ZAR
6,1182,PWY6231707,16:13:58,16:15:58,Z. Latha Reddy,RYX
2,543,SGP8253446,15:11:32,15:13:32,Z. Sanjay Yadav,LAG
7,1254,ZXI9245051,14:01:40,14:04:40,A. Anil Reddy,BIR
1,165,UXS5331940,13:46:21,13:48:21,Y. Sneha Kumar,ZAR
8,1500,FND5803132,12:00:27,12:02:27,U. Anjali Yadav,VUN
1,245,EXO2073270,13:06:13,13:09:13,C. Suresh Naidu,MEX
4,862,GZJ7180993,09:09:27,09:12:27,W. Vijay Babu,WUF
8,1420,UMN9526587,08:12:53,08:13:53,U. Arun Singh,KEM
4,1002,EUS1916366,14:12:21,14:14:21,C. Suresh Singh,NOD
7,1263,VES7923195,16:13:11,16:15:11,R. Kavya Yadav,LAG
1,206,WCC4571971,13:34:05,13:36:05,C. Suresh Naidu,MEX
6,1236,ULN4762781,16:50:06,16:51:06,K. Anil Das,MEX
7,1274,TSC2147498,13:14:49,13:16:49,A. Anil Reddy,BIR
2,356,UVL8044660,13:35:22,13:36:22,Z. Sanjay Yadav,LAG
5,1044,SAM1620158,16:09:10,16:12:10,M. Arun Yadav,ZAR
4,806,GDJ5672450,10:11:45,10:14:45,C. Suresh Singh,NOD
8,1487,FWI3373336,11:46:54,11:47:54,U. Arun Singh,KEM
2,545,NXK7731979,08:34:38,08:36:38,W. Rahul Reddy,VUN
7,1264,VLC3599694,13:40:51,13:43:51,A. Anil Reddy,BIR
1,231,VHW9596882,16:01:20,16:04:20,C. Suresh Naidu,MEX
2,492,ZZC0281404,15:52:15,15:55:15,T. Rahul Singh,MEX
4,889,QCT4711781,11:29:21,11:31:21,W. Vijay Babu,WUF
8,1415,CME4057837,11:14:47,11:15:47,B. Latha Reddy,ZAR
8,1529,UKG8950025,09:52:30,09:55:30,U. Anjali Yadav,VUN
3,646,SMI7915982,09:58:33,10:00:33,T. Priya Naidu,MEX
1,154,XDY3179268,12:42:32,12:44:32,V. Priya Reddy,LAG
1,42,BPP7998036,15:23:10,15:25:10,D. Rahul Singh,VUN
4,896,HXL5309877,13:39:11,13:42:11,H. Divya Yadav,VUN
1,212,ZRN2001302,09:53:45,09:54:45,V. Priya Reddy,LAG
1,337,XJR5074663,09:28:22,09:31:22,C. Suresh Naidu,MEX
3,715,GON1657540,10:17:38,10:20:38,R. Rahul Babu,ZAR
4,863,SLN0058694,11:56:28,11:58:28,W. Vijay Babu,WUF
2,463,PHH3087193,11:50:06,11:53:06,N. Ravi Singh,QOP
2,393,AGT5294876,12:39:56,12:41:56,N. Ravi Singh,QOP
1,263,NUR6410383,15:22:24,15:23:24,C. Suresh Naidu,MEX
1,152,XJH9596252,09:00:54,09:03:54,D. Rahul Singh,VUN
1,328,LGI9674047,14:47:00,14:50:00,C. Suresh Naidu,MEX
6,1150,VJE7919396,08:04:45,08:05:45,K. Anil Das,MEX
2,464,ZPD0479584,12:28:53,12:31:53,T. Rahul Singh,MEX
7,1350,PGJ7290550,10:12:52,10:15:52,K. Meena Babu,VUN
8,1435,LUD1845871,13:27:37,13:29:37,X. Sanjay Singh,WUF
7,1335,EKF9668414,12:54:45,12:57:45,L. Anil Yadav,KEM
8,1517,SXM3818966,16:03:30,16:05:30,X. Sanjay Singh,WUF
1,270,KYB1430741,10:10:01,10:11:01,C. Suresh Naidu,MEX
8,1382,ITH0691242,10:50:12,10:52:12,X. Sanjay Singh,WUF
3,776,ECC0253807,12:08:52,12:11:52,Y. Suresh Sharma,TIL
6,1242,WOX2089341,10:54:45,10:55:45,Z. Latha Reddy,RYX
3,664,EYP6441028,15:45:45,15:47:45,S. Kavya Joshi,RYX
3,635,ZWJ0623404,15:54:18,15:57:18,S. Kavya Joshi,RYX
5,1043,HPN2036944,15:59:28,16:02:28,M. Arun Yadav,ZAR
2,457,LSN9784422,08:57:03,08:58:03,Z. Sanjay Yadav,LAG
6,1198,HVK4847337,09:11:04,09:13:04,A. Manoj Naidu,KEM
4,925,KWV7654702,12:32:44,12:35:44,W. Vijay Babu,WUF
8,1411,IJZ1267070,08:46:02,08:49:02,B. Latha Reddy,ZAR
5,1070,EYU7290759,11:37:22,11:40:22,O. Arun Verma,TIL
1,88,RQE2464890,13:18:41,13:20:41,V. Priya Reddy,LAG
3,728,QXG1395405,13:21:43,13:23:43,S. Kavya Joshi,RYX
1,289,TBF8301540,09:32:54,09:34:54,V. Priya Reddy,LAG
1,294,IXE3157465,16:38:17,16:40:17,C. Suresh Naidu,MEX
1,283,IWO8092959,16:51:00,16:53:00,D. Rahul Singh,VUN
1,19,ADB4397996,12:13:11,12:14:11,V. Priya Reddy,LAG
7,1322,KJA8733463,14:33:33,14:35:33,A. Anil Reddy,BIR
7,1342,CVN5870122,16:48:18,16:49:18,A. Anil Reddy,BIR
2,443,QJS0192687,11:27:27,11:29:27,N. Ravi Singh,QOP
3,692,MQC1342022,15:04:11,15:07:11,R. Rahul Babu,ZAR
5,1047,CFO1746156,14:03:24,14:05:24,O. Arun Verma,TIL
7,1358,CRF9912667,11:43:09,11:45:09,A. Anil Reddy,BIR
1,269,BCQ6285203,08:07:56,08:10:56,C. Suresh Naidu,MEX
4,953,WBW4002447,12:11:42,12:13:42,C. Suresh Singh,NOD
1,77,YWP4498753,16:45:18,16:46:18,C. Suresh Naidu,MEX
4,898,YBT2902064,13:32:49,13:33:49,W. Vijay Babu,WUF
1,3,VTS6978181,13:23:48,13:26:48,Y. Sneha Kumar,ZAR
5,1118,ZTE6263445,14:48:18,14:49:18,C. Latha Reddy,QOP
1,85,AUB6494868,08:48:05,08:50:05,V. Priya Reddy,LAG
3,606,BES6381666,14:50:18,14:51:18,T. Priya Naidu,MEX
1,1,PQW1117607,14:25:03,14:27:03,Y. Sneha Kumar,ZAR
1,165,GNX3558796,12:22:08,12:23:08,V. Priya Reddy,LAG
4,794,IAJ1600898,16:16:05,16:19:05,C. Suresh Singh,NOD
6,1175,RAO1577107,09:40:47,09:42:47,K. Anil Das,MEX
4,820,QRN1458329,08:08:27,08:09:27,W. Vijay Babu,WUF
1,148,LMS6014764,10:00:12,10:02:12,C. Suresh Naidu,MEX
7,1372,EVH5849578,09:53:47,09:56:47,R. Kavya Yadav,LAG
2,402,JHQ6570333,16:49:29,16:51:29,T. Rahul Singh,MEX
1,81,XLC7632194,16:51:15,16:53:15,V. Priya Reddy,LAG
4,803,HVJ0967215,10:20:17,10:21:17,H. Divya Yadav,VUN
8,1393,HSW7180659,13:12:40,13:13:40,B. Latha Reddy,ZAR
4,808,MCE0204983,14:46:15,14:47:15,C. Suresh Singh,NOD
2,516,FJG0898337,09:20:32,09:21:32,W. Rahul Reddy,VUN
3,722,NAO6594951,09:31:23,09:33:23,T. Priya Naidu,MEX
4,907,FOW5156248,16:27:00,16:28:00,C. Suresh Singh,NOD
1,133,HBY0776422,10:25:46,10:28:46,V. Priya Reddy,LAG
1,160,TNW8114896,16:24:03,16:25:03,C. Suresh Naidu,MEX
3,715,OTU8589233,10:22:35,10:24:35,S. Kavya Joshi,RYX
6,1220,MWJ6128670,15:58:10,16:01:10,A. Lakshmi Sharma,BIR
6,1178,ZOD9166240,11:24:12,11:26:12,A. Lakshmi Sharma,BIR
4,1016,GYI9673828,15:59:42,16:00:42,C. Suresh Singh,NOD
2,512,ZXS5502873,14:30:30,14:33:30,Z. Sanjay Yadav,LAG
3,592,CUH1263299,08:28:29,08:30:29,T. Priya Naidu,MEX
4,929,QIC5754671,10:59:40,11:02:40,C. Suresh Singh,NOD
2,507,FJX6494606,12:38:29,12:40:29,Z. Sanjay Yadav,LAG
6,1193,MET3894759,09:24:53,09:27:53,A. Manoj Naidu,KEM
2,371,QKA9006262,13:49:00,13:50:00,W. Rahul Reddy,VUN
1,134,VMP6364626,10:07:34,10:08:34,V. Priya Reddy,LAG
4,861,VAB7534537,11:05:39,11:06:39,C. Suresh Singh,NOD
1,308,MIQ8257042,13:44:59,13:47:59,V. Priya Reddy,LAG
2,546,DBV6498678,13:32:18,13:35:18,N. Ravi Singh,QOP
1,72,OKA0746456,14:10:06,14:13:06,Y. Sneha Kumar,ZAR
1,196,SOI7157141,08:45:22,08:47:22,C. Suresh Naidu,MEX
1,51,QYC5927843,11:08:15,11:09:15,C. Suresh Naidu,MEX
4,934,WWB1971335,10:22:57,10:23:57,W. Vijay Babu,WUF
4,905,VTL2221976,12:14:06,12:15:06,C. Suresh Singh,NOD
