CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED
6,1235,IOM4986333,12:17:56,12:20:56,candidate a
4,883,DYY2624250,13:12:15,13:15:15,candidate c
7,1287,JBQ7565014,12:16:42,12:18:42,candidate a
2,545,DVX6095441,08:46:40,08:48:40,candidate c
2,455,KVH5887499,12:39:00,12:42:00,candidate c
2,377,ZBY6531817,11:00:24,11:02:24,candidate a
5,1043,CNK6191270,09:26:23,09:28:23,candidate c
4,971,ZOA9831043,16:24:17,16:27:17,candidate b
6,1156,VTB0181465,14:13:32,14:16:32,candidate c
1,324,AFN8401079,09:15:28,09:17:28,candidate b
1,308,UKN4289807,13:43:09,13:46:09,candidate a
4,1014,BYK1775132,12:36:14,12:37:14,candidate c
1,108,RQH8796800,16:33:16,16:36:16,candidate b
7,1300,IMN4006836,10:33:17,10:34:17,candidate c
4,986,YMO3390601,11:11:24,11:12:24,candidate c
1,87,BSK5090331,11:44:47,11:47:47,candidate c
1,133,RXH2643026,08:42:17,08:44:17,candidate c
4,947,EQI1824177,16:55:52,16:58:52,candidate c
3,789,RHT5268758,15:05:58,15:06:58,candidate c
2,491,TIS0403356,15:45:44,15:46:44,candidate b
4,1008,GAM8175473,09:39:30,09:41:30,candidate c
4,921,DNR9898719,08:22:31,08:24:31,candidate a
2,459,FZY4066060,16:10:08,16:11:08,candidate a
6,1138,ILC4158452,15:27:24,15:29:24,candidate a
2,498,CRA9903758,12:01:56,12:02:56,candidate b
2,354,PIW0196095,16:49:05,16:52:05,candidate a
4,916,INA1750563,14:15:11,14:17:11,candidate c
1,138,MPJ0073714,13:35:32,13:38:32,candidate a
4,834,OOF1684892,12:29:53,12:30:53,candidate b
1,210,RWJ9481968,11:35:01,11:37:01,candidate b
7,1363,BIB9357713,13:05:50,13:06:50,candidate a
2,523,PFT2145628,11:19:03,11:20:03,candidate b
2,496,TME4286707,14:25:42,14:27:42,candidate b
5,1114,CIB8711917,08:33:06,08:34:06,candidate b
1,7,GMB4303275,16:15:08,16:18:08,candidate b
3,711,HYU3657533,15:55:42,15:58:42,candidate a
5,1062,LQM8430696,13:32:27,13:34:27,candidate a
1,131,AEI5625160,11:05:38,11:06:38,candidate a
1,277,RIG0183394,14:20:01,14:21:01,candidate c
8,1459,HTE3125176,14:20:02,14:23:02,candidate c
3,739,ILS8776730,08:58:58,09:01:58,candidate a
5,1095,EZW9020424,12:28:12,12:30:12,candidate b
6,1214,PIZ0293658,16:14:08,16:15:08,candidate a
6,1243,XXF0202951,15:11:41,15:13:41,candidate b
2,527,NLP0266453,14:54:43,14:55:43,candidate c
5,1046,OKC7964842,10:54:59,10:56:59,candidate a
3,635,ISK4701668,12:54:11,12:57:11,candidate a
1,139,GJC3131365,09:44:41,09:45:41,candidate b
4,1019,TXA4965692,08:35:50,08:36:50,candidate a
5,1072,XCB2687761,16:44:16,16:47:16,candidate b
3,617,JJA2858346,13:28:19,13:31:19,candidate b
4,1016,TRV2948093,08:35:23,08:36:23,candidate b
3,623,CAT2667745,14:30:13,14:31:13,candidate a
1,155,QBN7781663,10:36:10,10:38:10,candidate b
3,721,KJN8645856,09:22:13,09:25:13,candidate b
3,594,IFD3647637,08:38:16,08:39:16,candidate c
6,1133,YRS5766207,13:54:17,13:56:17,candidate a
2,469,GRA8634628,16:33:41,16:36:41,candidate c
1,8,GSG1728536,11:55:40,11:56:40,candidate c
4,845,KXD0159106,10:18:15,10:19:15,candidate a
4,971,XRS5156279,09:46:14,09:49:14,candidate a
1,56,DSD2039556,12:02:43,12:04:43,candidate b
4,864,FPA4359327,11:00:55,11:01:55,candidate c
4,998,NIO1340944,16:07:06,16:08:06,candidate a
3,721,TPM5285185,09:27:05,09:30:05,candidate a
1,15,FDC1524558,12:16:51,12:17:51,candidate b
3,767,JZR1034915,14:43:17,14:44:17,candidate b
5,1108,UMS4674016,13:47:05,13:49:05,candidate c
5,1028,YOH5271513,14:35:18,14:38:18,candidate a
3,730,IZM3059788,12:30:23,12:33:23,candidate c
2,364,RUD2701201,09:34:36,09:36:36,candidate a
1,190,LOA9449331,14:59:28,15:01:28,candidate c
1,29,UDP9419722,11:13:49,11:16:49,candidate a
7,1335,LLF8532442,08:48:27,08:50:27,candidate a
1,247,CBP2176428,11:36:03,11:38:03,candidate a
2,556,NWS9453099,10:29:28,10:31:28,candidate a
1,330,NUQ4834883,12:13:28,12:16:28,candidate b
7,1291,VDX9185480,11:46:51,11:49:51,candidate b
8,1453,LXC1043916,13:05:37,13:06:37,candidate a
4,932,TFN3513651,15:02:19,15:04:19,candidate b
5,1076,UQN4785634,11:43:31,11:46:31,candidate a
1,152,IEM1191956,09:53:43,09:54:43,candidate a
8,1425,LIG5136676,16:03:08,16:06:08,candidate b
1,49,LRB2051813,16:57:48,16:59:48,candidate b
3,700,INM5472298,14:12:13,14:13:13,candidate c
6,1158,IRG5994183,11:36:20,11:38:20,candidate c
8,1513,GOA2831201,09:14:44,09:17:44,candidate b
6,1218,POP4944655,09:32:23,09:35:23,candidate b
1,178,TBA4307892,11:30:14,11:32:14,candidate a
2,366,YBL1026877,15:34:59,15:35:59,candidate b
1,71,GZP0035424,09:38:11,09:41:11,candidate a
3,611,ZVL5635494,10:53:00,10:54:00,candidate c
6,1238,LPE8365962,11:13:52,11:15:52,candidate b
1,164,LSS9306217,09:38:19,09:40:19,candidate b
4,863,IUS7712208,16:39:31,16:41:31,candidate a
4,899,UDB4646959,08:14:19,08:15:19,candidate a
2,516,BQT8702211,14:12:48,14:15:48,candidate a
4,971,ACC5497079,10:47:32,10:48:32,candidate b
1,244,DCY5513099,12:44:29,12:47:29,candidate a
8,1492,YEE5543052,15:43:23,15:46:23,candidate c
1,72,PLK3418938,16:01:05,16:02:05,candidate a
2,477,KQO9338574,11:42:50,11:43:50,candidate b
7,1286,YZP5774272,13:25:19,13:28:19,candidate b
4,804,QOY8673646,10:49:58,10:51:58,candidate c
7,1289,GDI6601355,14:52:32,14:53:32,candidate a
3,642,SEP8028044,08:21:14,08:23:14,candidate b
6,1144,AMJ3093226,13:49:56,13:51:56,candidate c
1,11,ANC6653342,15:26:47,15:28:47,candidate a
3,766,EHL8720394,08:47:59,08:50:59,candidate b
8,1415,GRA1706293,10:32:36,10:33:36,candidate b
2,391,BEG0894443,10:59:27,11:00:27,candidate c
4,1006,UKC2412665,10:39:54,10:40:54,candidate c
8,1493,LNQ5278798,10:40:16,10:43:16,candidate a
6,1200,FBR4057947,11:02:57,11:05:57,candidate b
2,368,RTO4872274,15:31:23,15:32:23,candidate b
1,143,KPZ8910979,08:37:23,08:38:23,candidate a
1,310,YWM7816930,11:31:35,11:32:35,candidate b
2,504,SMR8401689,15:38:12,15:39:12,candidate b
2,455,TYQ7786770,14:37:45,14:39:45,candidate b
4,884,EBI9317726,10:37:14,10:38:14,candidate b
5,1124,DCB2974326,08:22:52,08:25:52,candidate c
2,491,SVU3678399,14:50:30,14:53:30,candidate a
2,458,NOP2280319,16:45:00,16:48:00,candidate b
1,81,SQW9827541,12:08:51,12:10:51,candidate c
3,668,VJY4474333,16:38:54,16:41:54,candidate a
4,806,ECP4822671,16:35:37,16:37:37,candidate c
2,563,NXY0877776,11:03:21,11:06:21,candidate b
4,974,YSF5624216,11:17:07,11:18:07,candidate c
8,1492,GSZ2973281,11:34:56,11:36:56,candidate a
2,467,QIY5541383,12:11:46,12:12:46,candidate a
1,226,YEZ5710837,16:18:37,16:19:37,candidate b
3,660,JCC1840169,08:30:22,08:31:22,candidate b
2,369,FNN3482597,12:35:34,12:37:34,candidate a
4,985,DZT4100569,12:44:44,12:45:44,candidate a
2,525,NMV0851912,16:51:22,16:52:22,candidate c
8,1384,HBK8368161,15:35:51,15:36:51,candidate a
6,1237,YCD9551496,13:43:32,13:46:32,candidate b
8,1395,GSL9903744,15:53:17,15:54:17,candidate a
8,1441,WLO3699695,15:34:00,15:35:00,candidate b
8,1505,ZOP2515686,16:36:11,16:37:11,candidate b
4,855,PYT3144746,11:37:18,11:38:18,candidate c
2,406,CNQ8054565,08:47:03,08:48:03,candidate b
2,555,VCJ5967755,11:12:54,11:14:54,candidate c
3,670,IOG8535850,08:41:40,08:42:40,candidate c
7,1278,UWM1678986,15:59:49,16:02:49,candidate c
4,827,NRZ9379696,09:16:27,09:19:27,candidate a
2,379,WCM1999956,16:38:11,16:41:11,candidate b
1,234,UZQ7416350,10:43:08,10:45:08,candidate a
7,1334,VDY9302259,14:57:54,14:58:54,candidate b
1,90,QQY2824868,08:34:24,08:35:24,candidate a
1,323,CCP3502742,09:16:53,09:19:53,candidate a
2,368,FGT7002324,15:35:34,15:36:34,candidate a
2,559,XYB1168700,09:14:26,09:16:26,candidate b
3,787,KNG0181463,15:46:15,15:47:15,candidate a
5,1101,ZOD6195776,12:07:36,12:08:36,candidate c
1,246,HIS1646523,11:06:13,11:09:13,candidate c
6,1160,QBO0647930,14:34:00,14:36:00,candidate c
8,1394,EXD8300237,16:12:41,16:15:41,candidate c
6,1147,MFI6173338,08:44:02,08:47:02,candidate a
3,756,YVA1270804,11:45:46,11:47:46,candidate b
2,507,MTY6323935,13:29:01,13:32:01,candidate a
3,646,NCK9213337,10:51:42,10:52:42,candidate a
2,442,BOD0436240,11:17:58,11:19:58,candidate b
3,624,TBI7173581,11:18:21,11:21:21,candidate b
1,277,MKL4281539,13:37:25,13:38:25,candidate a
2,444,TJX3423850,15:02:24,15:05:24,candidate b
1,274,MCD2581950,12:38:18,12:40:18,candidate b
7,1355,KFV6831779,11:41:40,11:42:40,candidate b
6,1223,BBW6320175,11:34:48,11:37:48,candidate c
1,132,UJD0302526,13:57:06,13:58:06,candidate a
8,1511,OYX6434621,11:44:28,11:45:28,candidate b
1,125,HKT2765833,10:08:50,10:10:50,candidate a
1,93,GFC1424476,14:09:55,14:11:55,candidate b
1,21,UQO0577286,10:12:57,10:13:57,candidate a
1,173,TEO8677714,14:11:36,14:14:36,candidate c
4,1009,CTE0854176,16:34:13,16:37:13,candidate a
2,461,CMK4768249,15:58:30,15:59:30,candidate a
1,347,QLK0300385,10:36:35,10:38:35,candidate c
8,1494,JLF7010276,09:16:07,09:18:07,candidate a
7,1323,XCN8446105,11:39:18,11:42:18,candidate a
2,491,FGA9501739,15:29:51,15:31:51,candidate a
4,979,SRC4997089,10:54:09,10:57:09,candidate b
6,1177,VXD2396299,15:29:38,15:30:38,candidate a
1,12,ZTX7187261,13:57:12,14:00:12,candidate c
1,131,OTQ5757649,15:42:55,15:44:55,candidate b
7,1278,CZH0456303,13:12:00,13:15:00,candidate c
3,605,XZS9353868,09:57:21,09:58:21,candidate b
1,106,PQQ5080571,09:24:06,09:25:06,candidate b
2,468,AAF1594080,08:39:27,08:42:27,candidate a
4,880,CHS8018597,12:47:50,12:48:50,candidate b
8,1529,TVO7547891,16:31:19,16:33:19,candidate a
3,604,CSL1204490,13:04:36,13:06:36,candidate a
7,1285,ITT3443909,09:10:02,09:12:02,candidate a
4,861,VXR7903338,10:37:27,10:40:27,candidate b
1,181,SAF8711056,10:20:59,10:22:59,candidate a
4,955,TDT0797110,09:12:44,09:13:44,candidate c
1,168,SWK1741558,15:54:48,15:57:48,candidate c
5,1027,ZAP1353111,16:59:07,17:02:07,candidate c
1,73,EFT1216274,14:38:29,14:40:29,candidate c
2,474,JYR0879672,14:28:19,14:30:19,candidate c
1,32,DUM2044161,15:22:36,15:24:36,candidate c
1,210,DDD0847035,13:07:28,13:10:28,candidate c
7,1357,LCD1397845,13:20:55,13:22:55,candidate a
2,519,JLZ2026266,12:48:19,12:49:19,candidate b
1,315,CJT3617428,14:50:27,14:53:27,candidate b
6,1186,HAQ6078348,15:38:27,15:39:27,candidate b
2,404,TSO7694333,09:01:58,09:04:58,candidate a
2,412,ULZ4384913,11:00:46,11:03:46,candidate b
1,163,YUY9318325,15:53:25,15:54:25,candidate a
1,347,QNU4227789,16:07:38,16:08:38,candidate a
8,1423,OIY5782383,15:56:56,15:59:56,candidate b
6,1215,SUU1425208,10:38:19,10:41:19,candidate b
3,731,GFG6496723,08:37:46,08:40:46,candidate b
8,1404,PRK6526876,15:15:05,15:18:05,candidate a
1,141,JSD4946105,13:18:01,13:19:01,candidate c
1,51,RJS3772733,08:06:42,08:07:42,candidate c
1,318,KGI5033472,14:23:03,14:26:03,candidate a
2,531,XIN7538888,13:39:39,13:41:39,candidate c
2,511,UVA3024651,14:51:30,14:53:30,candidate c
8,1480,WLX1412356,13:35:05,13:36:05,candidate a
1,318,OII1496138,12:37:47,12:40:47,candidate a
4,959,IWX8427033,15:49:02,15:52:02,candidate a
4,826,KBK8960646,10:50:39,10:52:39,candidate c
8,1525,GHN0846643,11:02:55,11:03:55,candidate c
3,774,MRN0552771,12:55:27,12:58:27,candidate b
2,441,ERH6227989,12:48:51,12:51:51,candidate a
4,947,PWY6231707,10:37:19,10:40:19,candidate a
1,184,SGP8253446,13:45:24,13:47:24,candidate b
1,194,ZXI9245051,09:54:29,09:56:29,candidate a
6,1243,UXS5331940,14:48:56,14:50:56,candidate a
3,777,FND5803132,12:52:14,12:54:14,candidate b
7,1289,EXO2073270,12:41:53,12:44:53,candidate c
4,969,GZJ7180993,08:30:44,08:32:44,candidate b
2,572,UMN9526587,15:10:50,15:13:50,candidate b
3,605,EUS1916366,12:24:41,12:26:41,candidate a
3,615,VES7923195,14:49:41,14:52:41,candidate b
1,46,WCC4571971,11:14:10,11:17:10,candidate c
3,748,ULN4762781,16:02:25,16:05:25,candidate b
2,515,TSC2147498,08:45:58,08:48:58,candidate a
1,329,UVL8044660,14:08:08,14:09:08,candidate c
8,1501,SAM1620158,12:08:07,12:11:07,candidate c
8,1450,GDJ5672450,14:20:01,14:21:01,candidate b
7,1260,FWI3373336,11:49:48,11:52:48,candidate a
2,360,NXK7731979,13:15:23,13:16:23,candidate a
1,144,VLC3599694,16:28:13,16:30:13,candidate c
7,1316,VHW9596882,15:25:41,15:28:41,candidate c
5,1023,ZZC0281404,08:43:53,08:44:53,candidate a
1,35,QCT4711781,16:58:16,17:00:16,candidate b
4,989,CME4057837,08:14:45,08:16:45,candidate c
3,622,UKG8950025,16:56:00,16:59:00,candidate b
2,451,SMI7915982,14:19:07,14:22:07,candidate c
6,1198,XDY3179268,10:40:26,10:41:26,candidate a
3,769,BPP7998036,13:00:57,13:02:57,candidate c
1,342,HXL5309877,09:14:33,09:17:33,candidate b
3,783,ZRN2001302,10:21:09,10:24:09,candidate b
3,600,XJR5074663,09:10:01,09:11:01,candidate c
2,369,GON1657540,13:02:25,13:05:25,candidate b
1,50,SLN0058694,13:38:48,13:39:48,candidate b
3,707,PHH3087193,14:04:10,14:05:10,candidate a
4,869,AGT5294876,08:08:20,08:09:20,candidate c
4,888,NUR6410383,15:20:37,15:21:37,candidate a
3,766,XJH9596252,11:20:05,11:21:05,candidate b
8,1480,LGI9674047,13:29:32,13:31:32,candidate b
3,743,VJE7919396,09:45:13,09:48:13,candidate c
1,346,ZPD0479584,13:33:11,13:34:11,candidate b
2,568,PGJ7290550,08:16:15,08:17:15,candidate a
6,1214,LUD1845871,16:03:22,16:05:22,candidate c
7,1363,EKF9668414,09:02:29,09:05:29,candidate c
8,1400,SXM3818966,16:30:06,16:33:06,candidate b
1,44,KYB1430741,09:54:12,09:55:12,candidate a
1,73,ITH0691242,09:47:20,09:48:20,candidate c
5,1102,ECC0253807,10:12:58,10:15:58,candidate b
4,937,WOX2089341,08:03:50,08:05:50,candidate b
7,1379,EYP6441028,13:43:51,13:46:51,candidate c
8,1430,ZWJ0623404,09:24:08,09:25:08,candidate b
6,1201,HPN2036944,08:41:01,08:44:01,candidate c
2,492,LSN9784422,14:06:14,14:07:14,candidate a
7,1318,HVK4847337,11:28:47,11:29:47,candidate a
3,771,KWV7654702,10:50:56,10:51:56,candidate a
4,836,IJZ1267070,15:26:42,15:28:42,candidate c
3,721,EYU7290759,13:56:46,13:58:46,candidate a
1,328,RQE2464890,16:06:05,16:09:05,candidate c
2,456,QXG1395405,11:25:46,11:26:46,candidate a
3,655,TBF8301540,10:11:25,10:14:25,candidate b
4,994,IXE3157465,09:13:18,09:14:18,candidate a
1,195,IWO8092959,11:02:34,11:03:34,candidate a
7,1353,ADB4397996,10:10:27,10:12:27,candidate b
4,931,KJA8733463,09:32:01,09:33:01,candidate a
1,200,CVN5870122,08:11:29,08:14:29,candidate a
3,592,QJS0192687,09:10:48,09:13:48,candidate b
1,309,MQC1342022,16:19:16,16:21:16,candidate c
8,1422,CFO1746156,08:16:49,08:18:49,candidate a
3,683,CRF9912667,08:03:10,08:06:10,candidate c
3,612,BCQ6285203,16:14:36,16:15:36,candidate c
4,1013,WBW4002447,16:26:48,16:29:48,candidate b
8,1444,YWP4498753,08:46:10,08:48:10,candidate b
4,824,YBT2902064,16:47:22,16:50:22,candidate b
8,1527,VTS6978181,12:13:31,12:15:31,candidate a
1,137,ZTE6263445,12:00:58,12:01:58,candidate a
3,653,AUB6494868,10:06:34,10:09:34,candidate a
2,461,BES6381666,09:40:26,09:42:26,candidate a
4,828,PQW1117607,10:27:09,10:29:09,candidate a
6,1150,GNX3558796,13:49:42,13:51:42,candidate c
8,1526,IAJ1600898,09:34:28,09:36:28,candidate a
8,1473,RAO1577107,09:39:33,09:41:33,candidate a
6,1144,QRN1458329,12:55:12,12:58:12,candidate a
3,634,LMS6014764,16:05:03,16:08:03,candidate b
7,1305,EVH5849578,11:49:31,11:50:31,candidate b
3,753,JHQ6570333,15:30:14,15:31:14,candidate a
1,303,XLC7632194,09:51:31,09:54:31,candidate a
7,1316,HVJ0967215,14:11:58,14:12:58,candidate a
7,1365,HSW7180659,10:48:33,10:50:33,candidate c
6,1229,MCE0204983,10:06:46,10:07:46,candidate c
1,86,FJG0898337,16:38:27,16:40:27,candidate c
4,868,NAO6594951,16:39:05,16:42:05,candidate b
1,193,FOW5156248,11:46:55,11:48:55,candidate b
3,772,HBY0776422,16:50:23,16:53:23,candidate a
2,457,TNW8114896,15:14:09,15:17:09,candidate a
1,75,OTU8589233,12:31:09,12:34:09,candidate b
5,1022,MWJ6128670,11:16:55,11:17:55,candidate a
1,42,ZOD9166240,11:05:09,11:07:09,candidate b
4,877,GYI9673828,11:32:37,11:34:37,candidate a
7,1289,ZXS5502873,09:55:46,09:56:46,candidate c
2,576,CUH1263299,14:38:53,14:41:53,candidate a
4,838,QIC5754671,14:24:50,14:27:50,candidate b
3,600,FJX6494606,11:20:33,11:21:33,candidate c
1,316,MET3894759,13:01:31,13:04:31,candidate b
4,969,QKA9006262,16:13:13,16:16:13,candidate a
3,689,VMP6364626,16:13:57,16:16:57,candidate b
8,1383,VAB7534537,15:37:51,15:38:51,candidate c
3,720,MIQ8257042,09:54:49,09:56:49,candidate c
3,722,DBV6498678,15:05:50,15:06:50,candidate b
1,310,OKA0746456,12:18:16,12:19:16,candidate b
6,1206,SOI7157141,13:00:12,13:02:12,candidate c
8,1441,QYC5927843,10:55:45,10:57:45,candidate c
2,384,WWB1971335,15:20:57,15:21:57,candidate a
1,182,VTL2221976,08:04:28,08:05:28,candidate c
6,1213,SJX4801950,13:38:16,13:40:16,candidate a
1,318,BNH1773142,13:55:52,13:56:52,candidate b
2,575,GQL7383500,08:45:38,08:46:38,candidate a
2,480,IFH0955184,13:22:16,13:24:16,candidate a
2,571,RKI0864695,08:58:43,08:59:43,candidate a
3,623,ZFW6677439,10:46:16,10:48:16,candidate c
5,1039,HLX9435633,12:09:16,12:10:16,candidate a
1,298,EAA6102306,16:38:35,16:41:35,candidate c
2,458,NCC4412433,09:37:54,09:40:54,candidate c
2,375,RZM1139948,16:04:10,16:06:10,candidate c
7,1349,FEO6806817,15:02:39,15:05:39,candidate c
4,828,DNZ1235913,11:54:29,11:56:29,candidate b
2,510,EEK9876684,15:18:54,15:20:54,candidate b
3,595,RKM2145950,13:08:38,13:11:38,candidate b
7,1276,KNJ3920762,11:39:45,11:41:45,candidate a
1,34,XNZ1895557,10:39:52,10:40:52,candidate c
1,110,XJR0934627,11:31:31,11:33:31,candidate c
8,1493,BEF7796016,16:26:25,16:28:25,candidate c
1,283,KGA7153514,08:39:15,08:41:15,candidate c
3,717,IGF5320812,11:58:35,11:59:35,candidate a
4,885,FRK2073568,14:44:03,14:46:03,candidate b
1,171,MYV0235736,16:10:04,16:13:04,candidate a
6,1220,WCB1015748,08:36:20,08:39:20,candidate c
2,559,JTP9683673,13:23:09,13:25:09,candidate c
1,222,SNP8642272,12:59:42,13:01:42,candidate b
7,1266,KVT4382299,09:15:06,09:18:06,candidate a
4,891,ZPE1000266,14:13:39,14:16:39,candidate a
1,169,TFF8968562,09:19:59,09:20:59,candidate b
7,1375,EHW6187281,11:08:39,11:09:39,candidate c
4,984,TXA6270755,14:04:39,14:05:39,candidate c
7,1286,CPE9347714,12:40:38,12:41:38,candidate a
3,739,AVJ7972668,11:10:13,11:12:13,candidate a
1,222,UWC0413786,16:10:15,16:13:15,candidate c
1,96,WSQ9337558,11:53:55,11:56:55,candidate c
4,939,NKK5226967,16:51:04,16:53:04,candidate c
4,934,FTQ6844128,13:01:57,13:02:57,candidate b
2,357,UNE5025931,14:53:27,14:55:27,candidate b
3,694,EOX6348912,09:42:44,09:43:44,candidate a
3,583,MDJ7860326,12:57:19,13:00:19,candidate a
2,558,CYO0601537,08:38:00,08:41:00,candidate a
1,19,BXW4437246,13:48:35,13:49:35,candidate c
4,816,KYK4023291,10:54:27,10:56:27,candidate c
8,1461,CAY3641314,11:21:08,11:24:08,candidate b
8,1513,OPX7411997,10:29:45,10:30:45,candidate b
2,522,ZVX8932077,10:21:18,10:22:18,candidate a
6,1187,NUD6772622,09:20:22,09:23:22,candidate b
5,1063,OOU0314721,15:26:34,15:27:34,candidate c
4,868,BIH8404499,10:15:02,10:17:02,candidate b
4,891,UCN4286999,12:30:22,12:32:22,candidate b
4,848,IGG6783134,14:56:02,14:57:02,candidate c
2,422,HKM7866050,12:56:01,12:57:01,candidate c
2,360,KRM0742130,14:17:48,14:18:48,candidate b
2,408,WUX6588197,16:44:28,16:45:28,candidate a
7,1259,DPU8959191,16:38:17,16:39:17,candidate c
1,124,FLJ1820725,11:25:37,11:26:37,candidate a
1,227,DIZ1388984,14:48:25,14:50:25,candidate c
3,761,EIV2620621,08:46:24,08:49:24,candidate a
7,1280,LRP4586417,09:55:24,09:58:24,candidate c
1,104,MIH5187870,09:28:54,09:30:54,candidate b
2,566,BOM4925515,15:14:46,15:15:46,candidate b
1,76,UQC9256423,16:46:44,16:49:44,candidate b
1,88,LRE7196091,10:07:20,10:10:20,candidate c
1,59,CMI0336986,11:24:08,11:25:08,candidate c
3,724,BAV0091892,16:07:17,16:09:17,candidate b
3,726,WUB6703340,12:21:35,12:24:35,candidate c
3,787,RWM1430870,08:09:18,08:10:18,candidate b
1,172,NZV7867347,11:17:58,11:18:58,candidate b
4,891,FOG7333104,13:11:41,13:14:41,candidate c
2,489,LVC7302974,13:40:11,13:41:11,candidate a
1,307,WAQ6082278,10:10:27,10:13:27,candidate a
5,1064,IDT0385027,11:29:04,11:30:04,candidate a
5,1024,TEE0231304,09:31:47,09:32:47,candidate c
3,603,MIR0560396,11:45:55,11:47:55,candidate a
1,330,ZGA9392471,14:40:07,14:42:07,candidate c
1,280,VVI9900515,10:03:03,10:04:03,candidate b
6,1171,CJS1494186,13:31:17,13:32:17,candidate c
1,169,FHQ5484692,09:56:55,09:57:55,candidate c
2,356,WEM2760979,10:11:48,10:12:48,candidate c
7,1356,DLR7947140,08:36:37,08:38:37,candidate a
3,731,WNV3090560,14:28:35,14:30:35,candidate b
4,897,BGZ3802789,13:51:05,13:54:05,candidate b
6,1185,CJD7386531,11:27:07,11:29:07,candidate c
1,336,NCZ5444132,16:24:29,16:27:29,candidate b
1,133,NHF2665806,16:38:32,16:40:32,candidate c
5,1120,HZS8038253,14:18:30,14:21:30,candidate a
2,354,VWN4376094,08:15:27,08:17:27,candidate a
4,933,BBD4218007,11:34:24,11:36:24,candidate b
3,764,PEP9935158,09:56:51,09:58:51,candidate a
7,1322,YCL3669995,13:01:23,13:03:23,candidate b
3,782,PVE0803231,16:34:42,16:37:42,candidate b
1,278,QCW2081096,09:19:25,09:22:25,candidate b
1,307,BOZ1156391,14:00:13,14:02:13,candidate a
3,588,PDF9496547,11:59:06,12:02:06,candidate c
4,946,KRW8516773,16:00:31,16:02:31,candidate c
1,180,PJA0658292,11:01:23,11:03:23,candidate b
6,1238,RTW9799131,08:26:36,08:28:36,candidate c
8,1499,PSL5108785,16:02:16,16:05:16,candidate a
2,402,MSI4621276,14:15:48,14:16:48,candidate b
1,54,BWB9646927,11:35:36,11:38:36,candidate c
1,34,UEA6173287,14:52:06,14:55:06,candidate a
1,147,CZY8935493,08:58:54,09:00:54,candidate a
1,317,JYY0689734,08:14:05,08:17:05,candidate c
8,1431,HJV0421312,13:28:49,13:30:49,candidate c
2,555,RPM5764784,08:26:11,08:29:11,candidate b
2,518,YNM0169681,12:33:10,12:34:10,candidate b
4,828,ZHG4495155,09:16:16,09:17:16,candidate c
3,600,HQW4617051,10:21:03,10:23:03,candidate a
1,102,SVZ2899347,16:33:24,16:36:24,candidate b
3,671,PPN7991193,13:47:33,13:50:33,candidate c
3,669,KEQ7726270,15:35:07,15:38:07,candidate b
6,1245,QIC6927529,16:01:07,16:04:07,candidate a
4,961,NXY8719747,14:51:15,14:53:15,candidate c
7,1263,CIC5074710,11:01:04,11:04:04,candidate b
4,799,MGA4098328,10:44:20,10:46:20,candidate a
1,35,URP6429658,08:52:38,08:54:38,candidate a
2,439,ZXL1940982,10:03:06,10:04:06,candidate a
4,840,EXS1847178,09:01:20,09:03:20,candidate a
5,1106,SKF7815028,11:11:05,11:12:05,candidate c
3,601,KOX4934824,14:27:58,14:29:58,candidate c
5,1118,ACH7043860,08:52:55,08:53:55,candidate a
2,510,DCC1125272,14:40:52,14:43:52,candidate c
1,69,GUP2297904,16:21:41,16:24:41,candidate c
4,815,WQQ8663315,15:58:37,16:01:37,candidate a
2,459,JXW9082013,16:03:29,16:04:29,candidate c
6,1191,LWG8156662,11:14:33,11:15:33,candidate c
6,1192,TBI1011686,09:19:17,09:22:17,candidate b
1,147,ERD6533456,10:02:46,10:05:46,candidate a
1,313,PFR2111473,12:38:58,12:41:58,candidate c
6,1184,DJO3627781,11:18:30,11:21:30,candidate b
4,981,YKY8309816,08:28:25,08:31:25,candidate a
6,1250,FNO6194227,12:10:21,12:13:21,candidate b
2,498,VYY9747458,09:14:53,09:15:53,candidate a
2,413,HTN7325805,13:12:04,13:15:04,candidate c
5,1118,EAF6505406,08:02:50,08:04:50,candidate c
3,764,AKH8080854,09:40:34,09:41:34,candidate a
1,6,QTH4290683,12:59:23,13:02:23,candidate a
1,73,ETO8749261,08:08:14,08:09:14,candidate a
7,1297,RSG0488843,13:04:57,13:05:57,candidate a
2,464,GAT0503890,08:15:51,08:17:51,candidate c
3,698,LXI8211296,08:07:33,08:08:33,candidate b
7,1336,VKR1549286,11:39:40,11:40:40,candidate c
4,844,CWE6538570,16:31:31,16:33:31,candidate a
6,1147,ODK2254375,10:06:41,10:07:41,candidate b
1,113,RBW2927382,12:39:47,12:42:47,candidate c
2,578,EMF4039274,16:17:07,16:19:07,candidate b
1,1,EGG8892381,14:15:38,14:16:38,candidate a
4,917,YMA8742690,13:11:21,13:13:21,candidate b
4,923,AIO5963628,10:46:07,10:48:07,candidate b
1,258,OYL2094354,15:46:41,15:47:41,candidate b
8,1397,RGI1102567,14:09:50,14:11:50,candidate b
5,1099,YKG9510808,09:33:18,09:34:18,candidate b
7,1270,MYV8520540,11:10:20,11:13:20,candidate c
8,1483,LVP4099829,12:35:43,12:38:43,candidate b
