Voter ID,Name,Gender,DOB,Father's Name / Husband's Name
KVN9700670,N. Anil Naidu,Male,1955-10-13,Manoj Reddy
NNT9748514,Q. Arun Sharma,Male,1966-11-30,Vikram Joshi
PRR4344663,Q. Vijay Naidu,Male,1955-10-28,Vikram Naidu
LLK6051192,M. Priya Yadav,Female,1935-05-21,Rahul Yadav
TTB4169017,J. Kavya Yadav,Female,1955-03-20,Arun Verma
AXT9472772,H. Latha Verma,Female,1976-01-14,Anil Joshi
HKM1354650,U. Vijay Kumar,Male,1968-03-13,Anil Kumar
DLF2196195,G. Sneha Verma,Female,1988-03-07,Kiran Babu
FAV7877055,K. Anjali Babu,Female,1994-06-22,Suresh Kumar
AFG7665822,G. Vikram Joshi,Male,1948-04-03,Rahul Sharma
HFC5767619,U. Radha Sharma,Female,1950-01-30,Manoj Das
HSR0467464,L. Sita Yadav,Female,1958-07-16,Kiran Naidu
LNQ2955652,G. Vikram Babu,Male,1978-01-08,Suresh Joshi
CJG0578433,V. Lakshmi Verma,Female,1951-12-20,Vijay Verma
LWT5674494,A. Arun Singh,Male,1945-12-05,Suresh Yadav
DPS0723383,N. Priya Verma,Female,1998-08-14,Sanjay Das
GRH5926692,Y. Anil Singh,Male,1997-10-05,Anil Babu
KLR3004018,Z. Sanjay Naidu,Male,1957-02-08,Anil Yadav
FTE7647817,M. Suresh Singh,Male,1947-08-11,Manoj Verma
RAC1635390,C. Divya Singh,Female,1961-09-17,Vikram Babu
XQF4339097,Y. Latha Das,Female,1988-05-14,Rahul Joshi
XUR3912787,N. Vikram Naidu,Male,1953-03-27,Manoj Reddy
RZO7877935,Z. Lakshmi Verma,Female,1967-12-18,Rahul Joshi
OLU3405759,L. Anil Reddy,Male,1947-11-17,Kiran Singh
QNK7025556,Q. Priya Yadav,Female,1984-12-28,Sanjay Singh
UGG4391130,H. Lakshmi Naidu,Female,1971-09-25,Suresh Naidu
BII6302824,Q. Manoj Das,Male,1961-10-06,Ravi Sharma
LED3925669,V. Divya Reddy,Female,1982-03-28,Sanjay Reddy
BVD5221576,U. Meena Sharma,Female,1943-04-22,Ravi Babu
TAP7470980,K. Vikram Sharma,Male,1998-01-03,Vijay Yadav
BTR0255147,L. Divya Das,Female,1975-04-11,Vijay Reddy
RTP8550460,S. Kavya Reddy,Female,2003-10-09,Anil Reddy
WST9899890,E. Arun Babu,Male,1958-11-27,Rahul Babu
FDT2390888,S. Kiran Verma,Male,1953-03-04,Ravi Kumar
YMJ5372030,V. Arun Reddy,Male,1947-04-17,Vikram Joshi
PVY4401506,B. Suresh Singh,Male,1969-10-30,Arun Verma
FEJ8547141,T. Suresh Verma,Male,1996-02-14,Vikram Babu
RNP8105317,N. Rahul Das,Male,1936-01-29,Anil Babu
BTV7017798,F. Anil Reddy,Male,1981-02-28,Arun Yadav
RMC0782525,R. Rahul Reddy,Male,1984-04-21,Kiran Sharma
VXA8643456,V. Sneha Yadav,Female,2004-05-04,Arun Babu
HRR2399443,I. Sita Reddy,Female,1955-09-30,Suresh Babu
PWU1099456,M. Vijay Singh,Male,1946-07-04,Rahul Joshi
XDU6189073,K. Rahul Babu,Male,1964-11-26,Kiran Das
HYW5674613,Q. Sita Kumar,Female,1967-12-16,Rahul Babu
XVM1093293,F. Manoj Reddy,Male,1962-05-16,Rahul Sharma
VIK0138316,K. Sneha Das,Female,1940-05-18,Arun Das
NJK3962117,X. Vikram Reddy,Male,1977-05-15,Ravi Verma
XXF1896088,S. Sanjay Naidu,Male,2006-06-03,Ravi Kumar
TDW0194522,P. Anjali Babu,Female,1961-01-30,Vikram Joshi
JWE4956886,Z. Ravi Babu,Male,1961-12-16,Arun Sharma
FSN9179813,E. Divya Singh,Female,1961-10-22,Rahul Yadav
XZR7539235,D. Anil Reddy,Male,1995-07-06,Vikram Yadav
KLX7559278,I. Manoj Joshi,Male,1961-03-11,Suresh Sharma
RVS3313711,G. Latha Reddy,Female,1999-12-05,Manoj Yadav
FQD8093583,Z. Rahul Naidu,Male,1963-11-20,Ravi Naidu
UWC1828879,C. Divya Babu,Female,1975-05-23,Vikram Verma
ABF6235377,A. Kiran Reddy,Male,1951-03-13,Sanjay Joshi
NBS9815162,C. Radha Joshi,Female,1950-10-10,Vijay Das
FEE8359422,B. Meena Verma,Female,1987-04-26,Rahul Babu
IMW2423893,R. Vijay Joshi,Male,1979-01-03,Vikram Singh
WDZ7615985,F. Manoj Das,Male,2006-09-06,Kiran Kumar
GUP1027694,E. Vijay Singh,Male,1963-11-20,Rahul Joshi
AHJ2129238,V. Arun Singh,Male,1947-08-09,Kiran Singh
JEG1874647,Z. Meena Singh,Female,1955-02-19,Vijay Naidu
RSP9788752,D. Anjali Reddy,Female,1956-11-09,Rahul Das
XFW1634445,Y. Vikram Verma,Male,1951-02-26,Manoj Babu
FUC2552859,N. Kavya Reddy,Female,1963-03-24,Anil Das
PRM4300063,G. Sneha Babu,Female,1990-12-11,Suresh Verma
MEB9608538,N. Rahul Naidu,Male,1979-05-27,Suresh Verma
OCZ4593654,J. Priya Babu,Female,1937-04-12,Sanjay Sharma
DUT4421375,S. Manoj Singh,Male,1972-04-15,Suresh Sharma
JRQ1841636,D. Priya Yadav,Female,1992-10-27,Sanjay Joshi
LIN6864095,A. Divya Babu,Female,1946-05-18,Suresh Singh
YXZ4241248,J. Kavya Verma,Female,1989-01-12,Manoj Babu
RKQ8697388,Q. Kavya Joshi,Female,1935-01-27,Rahul Yadav
SDA3416528,U. Manoj Sharma,Male,1982-05-04,Rahul Yadav
LVH8095351,A. Anjali Verma,Female,1978-10-09,Rahul Yadav
PHT0980229,H. Lakshmi Singh,Female,1970-11-14,Sanjay Reddy
VIB7132564,F. Kavya Naidu,Female,1999-03-07,Kiran Verma
GZU9872899,U. Kiran Singh,Male,1980-11-16,Manoj Naidu
IDB9580806,I. Sanjay Reddy,Male,1936-09-12,Sanjay Joshi
IKZ2846212,V. Divya Babu,Female,2002-12-27,Vijay Reddy
LRH9523996,G. Ravi Yadav,Male,1968-09-12,Rahul Naidu
WML4469599,A. Arun Singh,Male,1970-03-30,Suresh Joshi
DMG5599172,S. Kiran Reddy,Male,1985-07-24,Ravi Verma
XNZ4008461,A. Kiran Yadav,Male,1962-04-27,Vijay Joshi
NTR3529825,B. Rahul Joshi,Male,1968-09-05,Arun Joshi
WWQ4561858,W. Anjali Sharma,Female,1965-07-12,Anil Naidu
LTI6899856,X. Kiran Reddy,Male,1935-12-23,Rahul Verma
LXL8816713,U. Lakshmi Sharma,Female,1940-05-29,Vikram Kumar
KFA6893939,T. Arun Babu,Male,1948-10-17,Suresh Babu
HUB1490196,D. Manoj Yadav,Male,2004-05-20,Sanjay Babu
DCY1098919,A. Vijay Naidu,Male,1998-08-20,Anil Sharma
XJN7254868,H. Radha Sharma,Female,1959-08-14,Arun Babu
JCE1678421,Q. Anil Reddy,Male,1982-09-18,Anil Verma
RUU6095291,U. Meena Joshi,Female,1998-03-08,Anil Yadav
LCU0725517,X. Lakshmi Das,Female,1941-09-17,Rahul Naidu
SBX0949336,J. Sita Singh,Female,1940-11-20,Suresh Naidu
NSR4737444,C. Anil Sharma,Male,1973-12-23,Vijay Das
LWT8256002,G. Latha Das,Female,1955-06-26,Ravi Kumar
MGS8416348,S. Lakshmi Singh,Female,1974-05-06,Vijay Naidu
XYU4270379,H. Anil Yadav,Male,1993-03-13,Anil Babu
UYV9621960,L. Suresh Verma,Male,1962-12-25,Manoj Singh
QIV9894592,L. Kavya Yadav,Female,1981-08-20,Vikram Naidu
OUJ0970570,Q. Divya Sharma,Female,1935-10-03,Kiran Singh
OTC7423309,K. Manoj Joshi,Male,1999-11-21,Ravi Yadav
ZOQ0037550,S. Kiran Das,Male,2000-11-12,Arun Das
PER2252510,B. Latha Sharma,Female,1988-08-29,Kiran Naidu
OPN2957444,F. Vijay Reddy,Male,1958-04-09,Manoj Das
EET4418382,W. Sita Reddy,Female,1994-11-23,Rahul Das
GPQ5654825,N. Suresh Singh,Male,1938-04-02,Manoj Babu
VFU6303846,I. Meena Singh,Female,1972-03-11,Ravi Naidu
UPA5537536,U. Rahul Singh,Male,1951-11-03,Arun Kumar
GUQ8134104,S. Vijay Kumar,Male,1996-02-04,Suresh Kumar
FKX7994297,M. Vijay Reddy,Male,1963-06-02,Rahul Sharma
QRU3855083,V. Sneha Singh,Female,1954-08-12,Anil Joshi
YGZ9104241,U. Manoj Naidu,Male,1971-07-12,Kiran Naidu
ZNL4030360,E. Priya Reddy,Female,1935-04-12,Arun Naidu
GIW3569987,U. Sita Reddy,Female,1946-11-06,Kiran Yadav
RBH2500986,P. Sneha Babu,Female,1969-01-14,Vikram Kumar
DCG4879573,L. Manoj Kumar,Male,1940-12-04,Arun Sharma
JQC1239809,W. Suresh Kumar,Male,1977-01-27,Manoj Sharma
BBP1814528,D. Manoj Verma,Male,1950-09-20,Manoj Yadav
BGP4204430,H. Ravi Kumar,Male,1965-10-03,Rahul Joshi
NKD4314102,L. Kiran Yadav,Male,1988-12-17,Ravi Singh
XJT8644404,A. Sita Sharma,Female,1939-12-19,Anil Reddy
CJW5893752,W. Ravi Das,Male,1937-09-14,Suresh Reddy
SZW4404211,J. Anil Babu,Male,2005-07-08,Rahul Das
KNI9310738,M. Suresh Naidu,Male,2004-02-21,Rahul Kumar
CPE3329223,B. Rahul Yadav,Male,1978-01-15,Vijay Das
XDU2446170,S. Priya Das,Female,1944-03-23,Arun Sharma
EXV2298706,W. Sita Babu,Female,1967-06-20,Suresh Yadav
APM7972700,O. Meena Yadav,Female,1972-11-11,Kiran Babu
POG6428245,Y. Kavya Singh,Female,1942-04-28,Sanjay Reddy
ZIF8468980,L. Priya Kumar,Female,1942-03-08,Anil Naidu
LQS4584798,U. Latha Yadav,Female,1971-11-08,Manoj Das
APY2850258,A. Radha Reddy,Female,1936-05-09,Kiran Das
MKE0986544,G. Manoj Kumar,Male,1948-05-16,Arun Sharma
NWC5467930,E. Sita Singh,Female,1936-08-07,Sanjay Joshi
RZV1388932,M. Anjali Babu,Female,1966-09-06,Sanjay Yadav
BJL7874431,L. Priya Sharma,Female,1935-07-05,Sanjay Kumar
LZM6399696,I. Ravi Das,Male,1941-06-14,Manoj Joshi
MDJ7860326,S. Meena Babu,Female,1987-08-16,Kiran Babu
OZO2206255,S. Kiran Reddy,Male,1993-09-04,Manoj Reddy
JGV1605254,Q. Kiran Joshi,Male,1978-03-23,Vijay Kumar
WPH3451150,M. Radha Babu,Female,1961-10-14,Vijay Kumar
RVL8603467,S. Sneha Naidu,Female,1961-03-14,Arun Verma
FQF2906405,E. Rahul Naidu,Male,1965-11-12,Vikram Reddy
JSJ6916154,X. Sita Verma,Female,1992-11-06,Vijay Sharma
AOH7592170,K. Divya Yadav,Female,1936-01-20,Vijay Das
FHP1915056,I. Divya Babu,Female,1993-12-04,Sanjay Joshi
GLY2356134,Y. Lakshmi Babu,Female,1952-03-05,Vikram Kumar
WVH9633992,B. Manoj Reddy,Male,1980-02-21,Anil Singh
UQS1224872,K. Suresh Naidu,Male,2006-09-22,Ravi Verma
MBR4725804,K. Priya Naidu,Female,1986-06-19,Arun Babu
TAE2130593,I. Sneha Reddy,Female,1997-04-18,Suresh Reddy
FFK7059593,D. Radha Verma,Female,1947-05-29,Anil Naidu
SOO7185188,D. Kavya Yadav,Female,1944-07-08,Manoj Babu
HCC0089635,S. Rahul Babu,Male,1948-08-31,Suresh Babu
DXV8048165,N. Ravi Yadav,Male,1954-12-09,Rahul Kumar
KQO6117164,Q. Priya Singh,Female,1944-01-20,Vijay Das
DXI7750015,W. Radha Babu,Female,1952-08-03,Rahul Naidu
XGE2701889,R. Ravi Kumar,Male,1987-06-26,Anil Singh
ADG8722478,Y. Sneha Kumar,Female,1991-05-24,Ravi Verma
QQR5569434,X. Sita Verma,Female,1972-06-27,Suresh Babu
LIU8022078,C. Manoj Sharma,Male,1958-08-27,Manoj Kumar
UDH4207656,J. Sanjay Joshi,Male,1945-04-20,Manoj Kumar
SFR8195969,R. Kiran Yadav,Male,1963-06-21,Vikram Babu
MZX2629460,Q. Manoj Sharma,Male,1937-04-21,Vijay Singh
PRQ3340048,V. Anjali Babu,Female,1955-02-02,Ravi Singh
OUH2569133,X. Manoj Das,Male,1962-07-21,Anil Sharma
VXJ6857219,R. Sneha Sharma,Female,1943-10-29,Ravi Verma
PJC4639790,X. Radha Yadav,Female,1976-10-24,Vikram Sharma
TTA8724491,H. Priya Singh,Female,1962-05-08,Vikram Singh
WYZ1962815,Q. Suresh Joshi,Male,1983-08-14,Kiran Joshi
JWR7831801,Y. Meena Verma,Female,2001-05-09,Sanjay Babu
HVF9105490,C. Sneha Reddy,Female,1954-11-11,Manoj Verma
AVN5072976,V. Kavya Sharma,Female,1941-05-06,Sanjay Naidu
SAC0590644,J. Ravi Reddy,Male,1995-06-12,Vijay Kumar
MXA6926627,T. Ravi Babu,Male,1990-07-14,Rahul Babu
UHK0611337,C. Latha Sharma,Female,1979-08-13,Kiran Yadav
PJT9464705,V. Sita Verma,Female,1995-01-26,Suresh Kumar
TXW2461255,N. Meena Joshi,Female,1942-11-04,Manoj Joshi
MBJ5374586,I. Manoj Das,Male,1951-11-13,Suresh Sharma
MZR7706734,V. Anjali Sharma,Female,1942-01-17,Vijay Das
QGK1323121,Y. Kavya Das,Female,1961-04-06,Sanjay Reddy
FIK4104671,A. Sanjay Singh,Male,1946-07-11,Anil Naidu
STR2984955,V. Sita Yadav,Female,1990-05-04,Anil Yadav
YES7977007,R. Divya Babu,Female,1966-02-07,Vijay Das
ZUH1465090,P. Arun Reddy,Male,1982-02-22,Sanjay Naidu
CKY1473946,N. Rahul Joshi,Male,1944-10-01,Vijay Singh
MAG3766274,Q. Radha Joshi,Female,1964-11-06,Arun Reddy
WRG8676072,S. Kiran Babu,Male,1979-05-22,Kiran Das
YOG8142519,X. Manoj Das,Male,1965-05-21,Sanjay Babu
GGV9680713,Y. Ravi Naidu,Male,2001-09-15,Vijay Singh
XLF8336297,I. Arun Verma,Male,1964-06-08,Arun Verma
BIC0590134,G. Sneha Reddy,Female,1988-03-06,Ravi Kumar
JDB6264969,B. Kiran Sharma,Male,1940-11-23,Sanjay Verma
DVC6667374,Y. Meena Singh,Female,1989-01-21,Suresh Yadav
TZI9416352,G. Rahul Joshi,Male,1959-02-11,Anil Yadav
OPV5697681,G. Latha Yadav,Female,2004-03-14,Vikram Kumar
SNP8642272,B. Arun Joshi,Male,1976-11-12,Manoj Yadav
MHX5250480,P. Suresh Joshi,Male,1974-11-20,Rahul Joshi
HLY6332428,E. Sanjay Singh,Male,1972-05-04,Vijay Das
DAW0138314,S. Priya Reddy,Female,1948-07-23,Kiran Sharma
DQG0531681,T. Kiran Verma,Male,1939-03-23,Arun Babu
JQG6652655,G. Anjali Kumar,Female,1980-05-27,Kiran Sharma
LUM9573767,V. Divya Verma,Female,1993-02-24,Anil Kumar
LFC7276175,D. Lakshmi Kumar,Female,1943-03-17,Manoj Das
ZKR1349206,G. Rahul Babu,Male,1994-01-01,Arun Kumar
EJN9939785,D. Kiran Reddy,Male,1982-01-23,Anil Yadav
EYN7178471,S. Manoj Yadav,Male,2003-08-15,Rahul Yadav
FUS5247183,U. Rahul Joshi,Male,1978-06-16,Vikram Verma
TBF6295957,P. Suresh Joshi,Male,2005-12-12,Kiran Sharma
ZJA5152653,H. Divya Reddy,Female,1987-08-03,Anil Joshi
ZPZ8203387,H. Anjali Reddy,Female,1951-02-25,Manoj Joshi
OAP4156017,E. Kavya Singh,Female,1946-12-03,Arun Das
DFV8985434,N. Latha Sharma,Female,1975-11-14,Anil Babu
NBL0694097,A. Lakshmi Das,Female,1936-03-07,Suresh Verma
LQN7363955,Q. Arun Das,Male,1987-03-10,Arun Joshi
EGK2345919,T. Anil Joshi,Male,1979-10-10,Arun Naidu
XRR9143696,I. Latha Yadav,Female,1938-03-11,Vikram Das
LZL8584589,Z. Rahul Singh,Male,1955-07-10,Ravi Singh
BQY4149566,Y. Kavya Reddy,Female,1959-03-17,Sanjay Reddy
BEO8173651,P. Lakshmi Sharma,Female,1958-10-02,Vikram Joshi
BQF3883714,A. Divya Naidu,Female,1984-11-14,Rahul Joshi
ZUD3899120,P. Arun Verma,Male,1939-02-12,Vikram Kumar
GSE7305708,D. Meena Yadav,Female,1965-12-10,Anil Babu
AXG8984615,W. Anjali Verma,Female,1958-10-11,Sanjay Sharma
VAM0049022,X. Meena Joshi,Female,1941-04-27,Sanjay Joshi
ZXH3466835,C. Sita Joshi,Female,2004-03-14,Rahul Babu
UVT2354525,W. Latha Joshi,Female,1967-11-04,Anil Joshi
QGS6512250,L. Radha Verma,Female,1979-06-03,Manoj Das
XVE3706181,S. Vikram Das,Male,1994-10-13,Vikram Babu
KYM3827463,Y. Rahul Yadav,Male,1981-01-17,Vijay Naidu
KVI4498973,C. Sneha Reddy,Female,1978-09-12,Vikram Babu
ODN7365389,M. Sneha Sharma,Female,1964-07-04,Rahul Joshi
NMD5413710,S. Anil Babu,Male,1962-12-19,Arun Naidu
EVM6646034,N. Vijay Babu,Male,1945-05-22,Anil Sharma
GBC6982881,F. Sneha Reddy,Female,1969-10-18,Arun Verma
GNI4363510,M. Vijay Yadav,Male,1935-02-27,Rahul Sharma
SNI9981570,L. Sanjay Joshi,Male,1970-01-18,Manoj Naidu
ZGZ8583856,T. Anil Singh,Male,1977-07-29,Kiran Singh
XSP7979424,V. Vijay Singh,Male,1965-05-23,Suresh Yadav
URN1531944,G. Divya Singh,Female,1950-02-25,Suresh Babu
TRZ3761056,C. Arun Babu,Male,1998-11-25,Suresh Joshi
OQX7388741,U. Suresh Reddy,Male,1997-12-20,Ravi Yadav
QGF6011112,N. Kiran Verma,Male,1998-08-06,Anil Singh
IYP5268085,U. Arun Joshi,Male,1982-03-18,Vikram Sharma
AYP7210595,I. Anil Yadav,Male,1939-06-17,Arun Joshi
YFA6405236,A. Latha Naidu,Female,2004-10-28,Rahul Naidu
JGK4442351,P. Manoj Singh,Male,1939-02-24,Manoj Verma
XGF7712401,D. Latha Yadav,Female,1998-04-14,Kiran Singh
QOL4856858,I. Arun Verma,Male,1975-12-31,Ravi Verma
WWF9619326,E. Anjali Babu,Female,1964-07-26,Sanjay Reddy
CTK6909366,Z. Divya Kumar,Female,1978-10-02,Ravi Naidu
GFG2875752,G. Arun Singh,Male,2002-11-26,Rahul Naidu
EXL7215858,U. Arun Kumar,Male,1945-02-10,Arun Joshi
ETF0586293,T. Kavya Verma,Female,1958-02-02,Ravi Sharma
ODE6962242,M. Divya Yadav,Female,1949-02-11,Anil Naidu
WNY7377344,U. Rahul Singh,Male,1943-03-01,Kiran Yadav
KRJ8353409,D. Radha Joshi,Female,1939-03-02,Vijay Yadav
OKH2101910,E. Vikram Kumar,Male,1943-09-27,Manoj Yadav
LDM4229306,X. Kavya Verma,Female,1976-08-24,Sanjay Yadav
EPD0737391,Z. Meena Joshi,Female,2002-11-13,Ravi Verma
OXO0866810,C. Sanjay Naidu,Male,1992-02-09,Anil Sharma
RAY4134366,M. Anjali Joshi,Female,1958-09-15,Rahul Joshi
KER3753174,G. Arun Das,Male,1968-04-23,Sanjay Naidu
ITE2978986,G. Latha Kumar,Female,1935-11-23,Sanjay Kumar
URG2843019,F. Arun Verma,Male,1964-07-12,Rahul Joshi
NOT7699619,M. Meena Kumar,Female,1999-03-21,Kiran Das
YQI8220556,C. Anjali Das,Female,2005-04-24,Sanjay Yadav
KTG4018944,A. Vijay Reddy,Male,1997-11-29,Vikram Das
EUB2530620,C. Sanjay Kumar,Male,1950-05-08,Vijay Sharma
RHA5041154,M. Ravi Verma,Male,1987-08-13,Vikram Verma
AWG6463560,L. Ravi Babu,Male,2003-11-18,Suresh Babu
WVW8123297,O. Ravi Singh,Male,1945-02-02,Sanjay Reddy
HQC9075045,X. Kavya Joshi,Female,1996-10-24,Anil Naidu
RTN8572761,T. Rahul Verma,Male,2004-01-15,Arun Sharma
WWF2026714,A. Ravi Yadav,Male,1991-12-20,Kiran Sharma
CLO7197136,C. Suresh Verma,Male,1974-08-20,Arun Kumar
CLX7741510,Q. Ravi Reddy,Male,1939-10-17,Kiran Joshi
GAE6248928,N. Kiran Joshi,Male,1961-07-07,Rahul Kumar
HBR0335512,T. Sita Das,Female,1946-07-29,Vikram Reddy
LMT5796368,I. Sita Singh,Female,1966-12-14,Manoj Das
LLP4911085,P. Anjali Kumar,Female,1961-04-08,Arun Reddy
BFA8850600,C. Arun Kumar,Male,1995-04-25,Anil Reddy
QVW4000359,C. Sneha Joshi,Female,2003-04-19,Anil Reddy
EYU8460650,G. Sneha Reddy,Female,1956-03-04,Vijay Singh
CTV8347449,B. Vijay Reddy,Male,1958-05-10,Ravi Babu
OUL3088471,P. Priya Sharma,Female,1995-06-03,Arun Reddy
YHN1418709,I. Vikram Yadav,Male,1947-04-25,Vijay Sharma
UJN1416927,R. Rahul Joshi,Male,1959-04-12,Vijay Babu
OKL7733526,T. Sita Verma,Female,1945-08-11,Rahul Sharma
UJS6556471,X. Vijay Singh,Male,1954-06-27,Vikram Yadav
QBC4271613,A. Vikram Singh,Male,1977-02-05,Vikram Naidu
EWO1230237,G. Anil Singh,Male,1984-02-07,Suresh Singh
CCI8293618,J. Rahul Kumar,Male,1940-08-11,Vikram Naidu
ECZ4761231,L. Priya Reddy,Female,1990-11-25,Vijay Reddy
QWJ6838031,G. Priya Babu,Female,1991-06-13,Vikram Yadav
ERG3481310,P. Radha Babu,Female,1948-08-14,Vikram Naidu
NRZ9379696,H. Rahul Joshi,Male,1994-06-06,Kiran Naidu
JWQ2431877,D. Kiran Sharma,Male,1968-10-26,Sanjay Singh
LJA1107140,C. Sita Naidu,Female,1953-05-23,Arun Singh
OUZ5219030,R. Sita Babu,Female,1938-09-11,Manoj Kumar
QVT4819622,M. Kavya Singh,Female,1994-05-14,Manoj Babu
GVX0951787,P. Priya Kumar,Female,1994-10-11,Manoj Verma
SPE2345665,Y. Kavya Joshi,Female,1966-01-08,Kiran Verma
SCJ2261028,P. Manoj Naidu,Male,1972-01-13,Kiran Sharma
JOK6378436,E. Anil Das,Male,1985-10-23,Kiran Sharma
CCH3638210,Z. Divya Kumar,Female,2005-06-25,Anil Reddy
JUQ3338644,B. Anil Das,Male,1982-02-16,Sanjay Naidu
LFW2873910,Y. Divya Yadav,Female,2003-08-08,Kiran Yadav
VBR8788561,O. Vijay Babu,Male,1977-04-29,Rahul Singh
KGW9500252,Z. Sneha Babu,Female,1956-07-17,Suresh Verma
ISY2474385,Y. Sita Reddy,Female,2006-12-07,Vijay Naidu
IPK3770030,M. Vikram Verma,Male,1943-07-29,Sanjay Joshi
PNE1133686,C. Rahul Das,Male,1988-09-02,Kiran Reddy
UUB2976082,P. Ravi Reddy,Male,1981-04-13,Sanjay Reddy
BEA6129576,U. Rahul Singh,Male,1959-07-19,Vikram Singh
MLM2474333,P. Sanjay Singh,Male,2004-03-13,Vikram Singh
USF7710323,T. Rahul Yadav,Male,1988-05-09,Vijay Reddy
EGQ8269363,X. Arun Kumar,Male,1985-12-06,Vijay Babu
LUK3216183,I. Arun Sharma,Male,1965-05-05,Suresh Singh
TGD6852124,R. Latha Verma,Female,1967-10-25,Kiran Naidu
NFM1312958,H. Latha Yadav,Female,1964-02-19,Arun Kumar
BSP3862223,T. Kavya Babu,Female,1952-11-20,Kiran Yadav
EWZ8735340,C. Arun Yadav,Male,1954-08-10,Arun Naidu
TDR3976741,T. Sanjay Yadav,Male,1961-12-20,Manoj Joshi
RLX0627461,B. Latha Naidu,Female,2003-01-11,Vijay Sharma
DRC8331367,S. Rahul Babu,Male,1987-02-20,Arun Joshi
ICJ0939034,V. Vijay Das,Male,1995-10-04,Kiran Joshi
ZXZ5473405,N. Sneha Das,Female,1974-04-16,Ravi Singh
PKE1995360,H. Radha Verma,Female,1978-11-19,Ravi Reddy
OTW5555869,O. Suresh Naidu,Male,1999-09-14,Kiran Babu
EQG2581787,B. Sanjay Yadav,Male,1999-05-14,Kiran Verma
KXT1397088,P. Latha Naidu,Female,1984-07-19,Ravi Kumar
FKK1143463,V. Arun Yadav,Male,1965-02-23,Vijay Yadav
NUA2090812,Y. Sneha Babu,Female,1973-06-28,Rahul Kumar
HSJ7362341,F. Suresh Joshi,Male,1939-07-08,Rahul Das
WRS3641039,V. Vikram Singh,Male,2005-11-11,Vijay Sharma
MUA9643376,Q. Ravi Reddy,Male,1943-04-22,Ravi Kumar
PHA2667669,N. Meena Yadav,Female,1991-04-20,Vikram Kumar
RCF7716934,L. Manoj Verma,Male,1986-11-02,Anil Verma
KLB7183186,B. Anil Yadav,Male,1954-10-19,Arun Verma
NXX9015445,Q. Anil Verma,Male,1962-02-11,Suresh Babu
VDX1197153,O. Ravi Singh,Male,1971-02-19,Kiran Yadav
OGU1887348,S. Lakshmi Naidu,Female,1943-06-18,Arun Kumar
IIU9975033,R. Radha Singh,Female,1971-07-28,Vikram Das
YTT3017060,S. Divya Yadav,Female,1940-03-12,Suresh Verma
MBY1608262,B. Meena Das,Female,1997-07-02,Vikram Singh
KMZ4914222,T. Suresh Singh,Male,2001-01-12,Arun Babu
JRI8885402,S. Sneha Sharma,Female,1974-07-30,Manoj Reddy
AYZ2455726,X. Lakshmi Babu,Female,1988-12-18,Kiran Naidu
FCZ8481245,F. Meena Yadav,Female,1960-08-04,Ravi Sharma
HWU3864700,Q. Arun Sharma,Male,1945-06-08,Sanjay Yadav
GLT2342458,Q. Manoj Yadav,Male,2003-11-19,Vikram Das
OIO4512029,G. Sanjay Reddy,Male,1957-04-10,Rahul Reddy
RFJ3751501,C. Latha Babu,Female,1948-04-11,Ravi Reddy
TDO7693493,X. Lakshmi Verma,Female,1951-04-07,Sanjay Sharma
UVA2695526,C. Vijay Verma,Male,1941-09-17,Sanjay Yadav
GRO2664033,G. Vijay Singh,Male,2005-02-06,Ravi Das
CIF8185044,J. Manoj Das,Male,2006-08-15,Ravi Yadav
TWB1993405,T. Radha Kumar,Female,1962-10-05,Vijay Das
LNC8174933,A. Arun Singh,Male,1985-08-23,Vikram Singh
MGJ6323143,S. Anjali Singh,Female,2001-04-06,Kiran Naidu
RYO0159711,X. Meena Singh,Female,1946-03-13,Anil Kumar
LHK9604890,C. Anjali Yadav,Female,1964-04-13,Vijay Yadav
LSE4542678,H. Vikram Naidu,Male,1961-10-19,Ravi Babu
HZJ2300887,E. Anjali Verma,Female,1988-10-29,Vijay Babu
UYZ7943673,A. Vikram Verma,Male,1970-11-30,Vijay Das
MSE8242562,O. Vijay Naidu,Male,1942-11-06,Kiran Babu
UES9079971,G. Latha Reddy,Female,1939-07-18,Ravi Babu
GTX3328638,H. Kiran Babu,Male,1938-06-13,Suresh Yadav
KAX1143363,H. Rahul Yadav,Male,1999-05-06,Arun Sharma
VNS6017351,D. Meena Singh,Female,1955-01-08,Anil Joshi
BRV9101345,O. Kavya Singh,Female,1958-11-28,Vikram Naidu
KGW2047917,G. Divya Reddy,Female,1971-07-29,Vikram Singh
VHX4564926,B. Kiran Das,Male,1988-05-27,Rahul Babu
KGJ1712832,B. Arun Reddy,Male,1946-01-10,Vikram Reddy
EOB8655039,M. Anil Kumar,Male,1959-02-28,Manoj Babu
HPQ4635618,M. Sita Sharma,Female,1939-12-17,Arun Kumar
OHZ8289401,M. Priya Joshi,Female,1994-12-26,Arun Singh
TWA0096763,L. Anjali Naidu,Female,1993-04-20,Sanjay Verma
LGI9674047,N. Arun Singh,Male,1985-02-19,Anil Sharma
EAU5653605,J. Radha Babu,Female,1984-02-05,Vijay Kumar
ZEP1987427,A. Radha Reddy,Female,1994-07-29,Kiran Das
GZT3712319,H. Lakshmi Sharma,Female,1939-09-30,Sanjay Naidu
